,fluxes,C-fluxes
EX_ac(e),15.357783280347876,30.715566560695752
EX_acald(e),0.019082326684897215,0.03816465336979443
EX_dad_2(e),0.9244316299278602,9.244316299278601
EX_dcyt(e),0.8634619392005957,7.771157452805361
EX_gcald(e),0.5298794954403937,1.0597589908807874
EX_gln_L(e),1.638245030184067,8.191225150920335
EX_glyclt(e),1.0969643397881017,2.1939286795762034
EX_hista(e),1.9622969961935175,9.811484980967588
EX_ile_L(e),0.6933282504573555,4.159969502744133
EX_orn(e),1.8110133708700993,9.055066854350496
EX_ppa(e),10.472510099815779,31.417530299447336
EX_succ(e),2.6420658267522943,10.568263307009177
EX_tym(e),1.8991133169666405,15.192906535733124
