,fluxes,C-fluxes
EX_ac(e),16.936880587677,33.873761175354
EX_for(e),7.137357794563528,7.137357794563528
EX_gln_L(e),1.4609532813241382,7.304766406620691
EX_hxan(e),0.8493667547659639,4.246833773829819
EX_succ(e),11.900307841280616,47.601231365122466
EX_tma(e),1.0,3.0
