,fluxes,C-fluxes
EX_2obut(e),0.0002961481374951076,0.0011845925499804305
EX_ac(e),11.68456736866774,23.36913473733548
EX_ade(e),0.9564856320645889,4.782428160322945
EX_etoh(e),6.0685049122265555,12.137009824453111
EX_for(e),10.557607282656491,10.557607282656491
EX_gln_L(e),1.7463693978611452,8.731846989305726
EX_gua(e),0.9568713920426513,4.784356960213256
EX_hista(e),1.9576599010446118,9.788299505223058
EX_orn(e),0.7899504233832354,3.949752116916177
EX_trypta(e),1.9541659842190182,19.54165984219018
EX_tym(e),1.8978985990407156,15.183188792325724
