,fluxes,C-fluxes
EX_ac(e),11.858668508633555,23.71733701726711
EX_ade(e),0.9053452788334762,4.5267263941673805
EX_for(e),4.649818719157475,4.649818719157475
EX_gua(e),0.9466897052262844,4.733448526131422
EX_ile_L(e),1.535232496650839,9.211394979905034
EX_met_L(e),0.8667749209074328,4.333874604537164
EX_pro_L(e),0.47476267226325797,2.37381336131629
EX_succ(e),11.291187836408872,45.16475134563549
