,fluxes,C-fluxes
EX_ac(e),17.736699123946458,35.473398247892916
EX_ala_L(e),1.1871862356024758,3.5615587068074275
EX_dad_2(e),1.00081697962182,10.008169796218201
EX_for(e),15.760438282970131,15.760438282970131
EX_gly(e),1.170889419194059,2.341778838388118
EX_ile_L(e),0.2976939140037366,1.7861634840224196
EX_indole(e),1.9698313270627992,15.758650616502393
EX_nac(e),0.9960425710304758,5.976255426182854
EX_phe_L(e),1.802327700884305,16.220949307958744
EX_ptrc(e),2.555199649040949,10.220798596163796
