,fluxes,C-fluxes
EX_ac(e),5.707976762168761,11.415953524337523
EX_acald(e),1.9834436188097213,3.9668872376194426
EX_ade(e),2.9291155236995645,14.645577618497823
EX_dcyt(e),0.8464758096972215,7.618282287274993
EX_for(e),9.962014404007716,9.962014404007716
EX_gcald(e),0.0037188805819616984,0.007437761163923397
EX_gua(e),0.9747618410496497,4.873809205248248
EX_phe_L(e),0.7900407157468807,7.1103664417219266
EX_ppa(e),3.6143146200823333,10.842943860247
EX_succ(e),7.13649169804748,28.54596679218992
EX_thymd(e),0.07114144860984588,0.7114144860984588
