,fluxes,C-fluxes
EX_4abut(e),3.743716830367351,14.974867321469404
EX_ac(e),10.676138916541392,21.352277833082784
EX_ade(e),1.9563963674872145,9.781981837436073
EX_ala_L(e),8.726523128378927,26.17956938513678
EX_csn(e),0.9204064593360628,3.681625837344251
EX_gua(e),0.9652560678139734,4.826280339069867
EX_lac_D(e),1.9271648171087437,5.781494451326231
EX_lys_L(e),0.8976393431902621,5.385836059141573
EX_nac(e),0.3801162967869704,2.2806977807218223
EX_ptrc(e),0.9518086128426707,3.807234451370683
EX_succ(e),1.8410518043594981,7.3642072174379924
