,fluxes,C-fluxes
EX_ac(e),10.801805760407245,21.60361152081449
EX_ade(e),0.9652515867758242,4.826257933879122
EX_cys_L(e),0.13042677293639193,0.3912803188091758
EX_etoh(e),4.9664439783138095,9.932887956627619
EX_for(e),9.400752620629943,9.400752620629943
EX_gua(e),0.9658811192380398,4.829405596190199
EX_hista(e),0.11525654465712089,0.5762827232856045
EX_lys_L(e),0.21849245589931746,1.3109547353959048
EX_orn(e),0.10654310297752113,0.5327155148876057
EX_ppa(e),1.1311959410752297,3.393587823225689
EX_trypta(e),0.042886757235442635,0.42886757235442635
EX_tym(e),0.9138666659234236,7.310933327387389
