,fluxes,C-fluxes
EX_ac(e),13.937914450175834,27.875828900351667
EX_dad_2(e),1.9570202195965218,19.57020219596522
EX_dcyt(e),0.9080783550446008,8.172705195401408
EX_etoh(e),2.092029350882859,4.184058701765718
EX_for(e),12.699378236450345,12.699378236450345
EX_gly(e),2.372900296100119,4.745800592200238
EX_ile_L(e),0.871777146588104,5.230662879528624
EX_indole(e),0.04845867373220434,0.3876693898576347
EX_nac(e),0.9988906603870855,5.993343962322513
EX_phe_L(e),0.8591124834072458,7.732012350665212
EX_ppa(e),0.13613581392707028,0.4084074417812108
EX_pro_L(e),0.009499915278194413,0.04749957639097206
