,fluxes,C-fluxes
EX_ac(e),21.267809573281948,42.535619146563896
EX_ade(e),0.9643357164880929,4.821678582440464
EX_dcyt(e),0.9425701391049136,8.483131251944222
EX_etoh(e),0.5130951364365236,1.0261902728730472
EX_for(e),6.798610095348266,6.798610095348266
EX_glyc(e),0.15559445753260134,0.466783372597804
EX_hista(e),0.11827177801882544,0.5913588900941271
EX_lys_L(e),0.0416918505058592,0.2501511030351552
EX_orn(e),0.0931029833468077,0.46551491673403844
EX_succ(e),0.03787902606186365,0.1515161042474546
EX_tym(e),0.9564347610497027,7.651478088397622
