,fluxes,C-fluxes
EX_ac(e),4.606258062268596,9.212516124537192
EX_acald(e),0.17878295,0.3575659
EX_ade(e),0.9332542194156095,4.666271097078047
EX_dgsn(e),0.9502304063093148,9.502304063093147
EX_for(e),0.25268711476174643,0.25268711476174643
EX_gcald(e),0.007593154192290517,0.015186308384581034
EX_lys_L(e),0.9326602447490924,5.595961468494554
EX_orn(e),0.1926563381234147,0.9632816906170736
EX_phe_L(e),0.9325577628049262,8.393019865244336
EX_ppa(e),1.0001921460276662,3.0005764380829985
EX_succ(e),6.504059730464024,26.016238921856097
