,fluxes,C-fluxes
EX_ac(e),4.451520318314551,8.903040636629102
EX_asp_L(e),0.1670503956285486,0.6682015825141944
EX_but(e),1.9997003752251592,7.998801500900637
EX_for(e),6.294826028011943,6.294826028011943
EX_isobut(e),0.1572051311317678,0.6288205245270712
