,fluxes,C-fluxes
EX_ac(e),2.4320591186521034,4.864118237304207
EX_dad_2(e),0.9931044487286539,9.931044487286538
EX_gcald(e),0.0007799083276305339,0.0015598166552610677
EX_gua(e),0.07822929313334014,0.3911464656667007
EX_hista(e),0.13081644649552773,0.6540822324776386
EX_ins(e),0.9223788840468705,9.223788840468705
EX_phe_L(e),0.9724584429928425,8.752125986935582
EX_ppa(e),3.0627974418197152,9.188392325459146
EX_succ(e),0.38637156036388565,1.5454862414555426
