,fluxes,C-fluxes
EX_ac(e),21.796993753380352,43.593987506760705
EX_ade(e),0.9538589390848115,4.769294695424057
EX_cys_L(e),0.33551065664288804,1.0065319699286641
EX_dcyt(e),0.9242926027740078,8.31863342496607
EX_etoh(e),1.1476201516063096,2.295240303212619
EX_for(e),7.622608461841483,7.622608461841483
EX_glyc(e),0.1573612217708387,0.4720836653125161
EX_gua(e),0.9706068901336081,4.853034450668041
EX_ile_L(e),0.8734401421707817,5.24064085302469
EX_orn(e),0.07217781443494084,0.36088907217470423
EX_ppa(e),1.1428078503872185,3.4284235511616554
EX_pro_L(e),0.17518614035059735,0.8759307017529867
EX_tma(e),1.0,3.0
EX_trypta(e),0.06103855818316585,0.6103855818316585
EX_tym(e),0.9657309280749387,7.725847424599509
