,fluxes,C-fluxes
EX_ac(e),12.827583082038341,25.655166164076682
EX_ade(e),1.953912950668974,9.76956475334487
EX_csn(e),1.5027187691122263,6.010875076448905
EX_etoh(e),5.6997240708577515,11.399448141715503
EX_for(e),9.55189078912333,9.55189078912333
EX_gua(e),0.9614761039486598,4.807380519743299
EX_hista(e),0.11621405463227807,0.5810702731613904
EX_met_L(e),0.9493040802719,4.746520401359501
EX_orn(e),0.08078307340227654,0.4039153670113827
EX_ppa(e),0.6934101122106627,2.0802303366319883
EX_tma(e),1.0,3.0
EX_trypta(e),0.05174524141828085,0.5174524141828085
EX_tym(e),0.8931875315445112,7.14550025235609
