,fluxes,C-fluxes
EX_ac(e),8.080510381429498,16.161020762858996
EX_ade(e),0.0029394806127477557,0.01469740306373878
EX_dgsn(e),0.9896547115754433,9.896547115754434
EX_etoh(e),0.1413017495325163,0.2826034990650326
EX_for(e),5.920653166676059,5.920653166676059
EX_met_L(e),1.1630512598334928,5.815256299167464
EX_nac(e),0.13981010826194235,0.8388606495716541
EX_orn(e),0.034079833629952254,0.17039916814976128
EX_phe_L(e),0.931363713354392,8.382273420189529
EX_ura(e),1.976303800526254,7.905215202105016
