,fluxes,C-fluxes
EX_ac(e),8.7511041046759,17.5022082093518
EX_acald(e),1.9862688944719422,3.9725377889438844
EX_ade(e),1.9726578096171454,9.863289048085727
EX_cys_L(e),0.9894515995398517,2.968354798619555
EX_dcyt(e),0.9394512242085798,8.455061017877219
EX_for(e),7.439137012532406,7.439137012532406
EX_gua(e),0.9700937621361785,4.850468810680892
EX_indole(e),0.0638345168676654,0.5106761349413232
EX_lys_L(e),0.922908732581443,5.537452395488658
EX_orn(e),0.2181339267815298,1.090669633907649
EX_phe_L(e),0.8765880178868181,7.889292160981363
EX_succ(e),1.7947107749061348,7.178843099624539
EX_val_L(e),0.21364613165907057,1.068230658295353
