,fluxes,C-fluxes
EX_ac(e),9.689677429813663,19.379354859627327
EX_dtmp(e),0.9929338459305291,9.929338459305292
EX_for(e),6.647123889173781,6.647123889173781
EX_nac(e),0.9989206620722952,5.993523972433771
EX_phe_L(e),0.9436560557466426,8.492904501719783
EX_succ(e),0.07667308095375126,0.30669232381500505
