,fluxes,C-fluxes
EX_cys_L(e),0.0019421999665664449,0.005826599899699334
EX_lac_L(e),1.4415881628264144,4.324764488479243
EX_pro_L(e),0.14528499706035303,0.7264249853017651
EX_succ(e),1.0006229400713136,4.002491760285254
