,fluxes,C-fluxes
EX_2obut(e),0.22442302607941458,0.8976921043176583
EX_ade(e),0.9995008061373571,4.997504030686786
EX_asp_L(e),0.03501494415922606,0.14005977663690425
EX_cys_L(e),0.0004085437970185126,0.0012256313910555378
EX_dad_2(e),0.0004523386509065648,0.004523386509065648
EX_fru(e),0.16309148,0.9785488800000001
EX_glu_L(e),0.0035512110472980685,0.01775605523649034
EX_gsn(e),0.35972325577892267,3.597232557789227
EX_isobut(e),0.21564979175463747,0.8625991670185499
EX_isocapr(e),0.09970602141339739,0.5982361284803843
EX_isoval(e),0.049853010706698696,0.24926505353349349
EX_ptrc(e),0.4572818497382302,1.8291273989529209
EX_ser_L(e),0.5149539999792188,1.5448619999376563
EX_succ(e),0.5055571885308967,2.022228754123587
