,fluxes,C-fluxes
EX_acald(e),0.03972425366038095,0.0794485073207619
EX_cys_L(e),0.07132891737985995,0.21398675213957985
EX_cytd(e),0.013378573795898826,0.12040716416308943
EX_etoh(e),1.474840776383285,2.94968155276657
EX_for(e),2.068460323289222,2.068460323289222
EX_fuc_L(e),0.000789,0.004734
EX_gal(e),0.0005927438885622447,0.003556463331373468
EX_glc_D(e),0.00789,0.04733999999999999
EX_glu_L(e),0.015764189923037103,0.07882094961518551
EX_nac(e),0.00226986400824233,0.013619184049453979
EX_succ(e),0.002307755008323419,0.009231020033293676
EX_ttdca(e),0.07834536135826702,1.0968350590157383
