,fluxes,C-fluxes
EX_ac(e),1.9442801955060804,3.888560391012161
EX_ala_L(e),1.6712403104119091,5.013720931235728
EX_dcyt(e),0.5626886370495309,5.064197733445778
EX_for(e),2.1584818715146668,2.1584818715146668
EX_glyc(e),0.002337023340898508,0.007011070022695524
EX_gsn(e),0.004668580852106283,0.046685808521062834
EX_indole(e),0.07730171411139601,0.6184137128911681
EX_lac_D(e),0.08499784546453351,0.25499353639360056
EX_lys_L(e),0.9808978801289232,5.885387280773539
EX_succ(e),1.3163486837402807,5.265394734961123
