,fluxes,C-fluxes
EX_ac(e),0.10858566223775992,0.21717132447551984
EX_akg(e),0.1797315295839892,0.898657647919946
EX_cytd(e),0.015493354067919643,0.13944018661127677
EX_g6p(e),0.0005143972811639436,0.0030863836869836616
EX_val_L(e),0.8188941363638937,4.094470681819469
