,fluxes,C-fluxes
EX_ac(e),1.128909830989132,2.257819661978264
EX_ala_L(e),0.38327448608241266,1.149823458247238
EX_dad_2(e),0.0013522681093835452,0.013522681093835451
EX_ppa(e),0.9948915257116512,2.9846745771349537
