,fluxes,C-fluxes
EX_ac(e),1.6266822720929783,3.2533645441859567
EX_acald(e),0.18033329262401143,0.36066658524802286
EX_ade(e),0.9933134707007817,4.966567353503908
EX_etoh(e),1.1034966969432234,2.2069933938864468
EX_for(e),1.7264470995198995,1.7264470995198995
EX_gua(e),0.2795571085264101,1.3977855426320505
EX_hista(e),0.07537987372509322,0.37689936862546614
EX_ile_L(e),0.3785868384197101,2.2715210305182607
EX_nac(e),0.05688466514382642,0.3413079908629585
EX_strch2(e),0.001167737871253943,0.021019281682570973
EX_succ(e),0.013825289586115539,0.055301158344462156
