,fluxes,C-fluxes
EX_ac(e),2.03910593723083,4.07821187446166
EX_ala_L(e),0.012545657753336747,0.03763697326001024
EX_asp_L(e),0.0009424344684468767,0.0037697378737875068
EX_but(e),0.04126157885702148,0.16504631542808593
EX_nac(e),0.004699662996218796,0.02819797797731278
EX_orn(e),0.0012173862397970331,0.0060869311989851654
EX_succ(e),0.0012173861951098235,0.004869544780439294
