,fluxes,C-fluxes
EX_ac(e),0.9314164388338042,1.8628328776676084
EX_ade(e),0.005124156026072232,0.025620780130361162
EX_but(e),0.3564927870556703,1.4259711482226811
EX_succ(e),0.5724878201980254,2.2899512807921014
