,fluxes,C-fluxes
EX_ac(e),14.671813798723033,29.343627597446066
EX_ade(e),0.7933179633505468,3.9665898167527343
EX_dcyt(e),0.369759168628133,3.327832517653197
EX_etoh(e),2.4965598182890245,4.993119636578049
EX_for(e),8.56514791056603,8.56514791056603
EX_glyc(e),0.15539469853749205,0.46618409561247615
EX_gua(e),0.8712279019349422,4.356139509674711
EX_hista(e),0.12456558723690916,0.6228279361845458
EX_ile_L(e),0.8768435770422638,5.261061462253583
EX_met_L(e),0.659604009535276,3.29802004767638
EX_nac(e),0.9980247576358675,5.988148545815205
EX_orn(e),0.10350206807018612,0.5175103403509306
EX_ppa(e),1.1662827251225059,3.4988481753675176
EX_pro_L(e),0.1187498494499935,0.5937492472499675
EX_tma(e),1.0,3.0
EX_trypta(e),0.07696665295859104,0.7696665295859104
EX_tym(e),0.9649813853017378,7.719851082413903
