,fluxes,C-fluxes
EX_12ppd_S(e),0.14898579,0.44695737
EX_4abut(e),6.24278215198186,24.97112860792744
EX_ac(e),17.73737833820352,35.47475667640704
EX_dad_2(e),0.9314506704294895,9.314506704294894
EX_dcyt(e),0.8729283072461983,7.856354765215785
EX_for(e),0.022568734249742976,0.022568734249742976
EX_gly(e),0.8878280326028073,1.7756560652056146
EX_gua(e),0.8940233163801506,4.470116581900753
EX_ile_L(e),1.5181439885035861,9.108863931021517
EX_phe_L(e),0.9208221692345286,8.287399523110757
EX_pro_L(e),0.9181057294838909,4.590528647419455
EX_succ(e),1.6256942157973948,6.502776863189579
