,fluxes,C-fluxes
EX_ac(e),19.657803501449063,39.315607002898126
EX_cys_L(e),0.9922185580815704,2.9766556742447112
EX_dad_2(e),0.03748155842445654,0.3748155842445654
EX_for(e),15.415624902109188,15.415624902109188
EX_hista(e),0.05344042228293401,0.26720211141467004
EX_indole(e),0.01738472399574121,0.13907779196592968
EX_ins(e),0.9157108610884739,9.15710861088474
EX_leu_L(e),0.5564008896155805,3.3384053376934832
EX_phe_L(e),0.8399914639374617,7.559923175437156
EX_ppa(e),0.06287874441516082,0.18863623324548245
EX_pro_L(e),0.8107097570810187,4.053548785405093
EX_val_L(e),0.5890035139151293,2.945017569575646
