,fluxes,C-fluxes
EX_ac(e),2.214957073667161,4.429914147334322
EX_ala_L(e),1.0579053742833706,3.173716122850112
EX_asp_L(e),0.3216249507139583,1.2864998028558332
EX_etoh(e),0.011914355247161454,0.02382871049432291
EX_for(e),1.2384489454112122,1.2384489454112122
EX_gcald(e),0.0010003610798690317,0.0020007221597380634
EX_glyc(e),0.0034399627897450185,0.010319888369235055
EX_mal_L(e),0.00033360435670006574,0.001334417426800263
EX_nac(e),0.9996665252394005,5.997999151436403
EX_orn(e),0.10705795153481393,0.5352897576740696
EX_succ(e),0.3158816986181259,1.2635267944725035
