,fluxes,C-fluxes
EX_ac(e),2.1227661364627908,4.2455322729255816
EX_acald(e),0.2620176701260918,0.5240353402521836
EX_ade(e),0.9901896768723984,4.950948384361992
EX_etoh(e),1.5660437292114933,3.1320874584229865
EX_for(e),2.2659144211182576,2.2659144211182576
EX_gua(e),0.8215968181283562,4.10798409064178
EX_hista(e),0.1412618765088568,0.706309382544284
EX_ile_L(e),0.34558609744011853,2.073516584640711
EX_nac(e),0.08276512403856465,0.4965907442313879
EX_succ(e),0.019305939412884703,0.07722375765153881
EX_tym(e),0.6016993915245042,4.813595132196034
