,fluxes,C-fluxes
EX_ac(e),11.938869525698903,23.877739051397807
EX_chol(e),1.061963506605448,5.30981753302724
EX_cys_L(e),1.874534736559751,5.623604209679253
EX_dad_2(e),0.9542033266135674,9.542033266135675
EX_for(e),11.17117619164585,11.17117619164585
EX_hista(e),0.12181096865349676,0.6090548432674838
EX_nac(e),0.9989516158913341,5.993709695348004
EX_phe_L(e),0.8618760584863917,7.756884526377525
EX_pro_L(e),0.015004642057314374,0.07502321028657187
EX_ptrc(e),0.9979039093675978,3.991615637470391
EX_trypta(e),0.05302081096707009,0.530208109670701
