,fluxes,C-fluxes
EX_ac(e),3.402706806885917,6.805413613771834
EX_etoh(e),0.21380374625134368,0.42760749250268737
EX_for(e),2.8399666239935843,2.8399666239935843
EX_glc_D(e),0.0023523490676518916,0.01411409440591135
EX_gly(e),0.2733020694815422,0.5466041389630844
EX_glyc(e),0.0010854203131928813,0.0032562609395786436
EX_orn(e),0.036588471148648806,0.18294235574324402
EX_phe_L(e),0.43987376550041857,3.958863889503767
EX_succ(e),0.03690411765501637,0.14761647062006547
EX_uri(e),0.02990522805475908,0.2691470524928317
