,fluxes,C-fluxes
EX_ac(e),11.041651528777315,22.08330305755463
EX_for(e),9.304243005809468,9.304243005809468
EX_gcald(e),0.0016797968068819008,0.0033595936137638016
EX_hista(e),0.12446438953585497,0.6223219476792748
EX_phe_L(e),0.9497482940907759,8.547734646816982
EX_ppa(e),0.5955177978382706,1.786553393514812
EX_trypta(e),0.063479073231936,0.63479073231936
EX_tym(e),0.978966744200596,7.831733953604768
