,fluxes,C-fluxes
EX_ac(e),17.20460087994438,34.40920175988876
EX_ade(e),1.9379017006452288,9.689508503226143
EX_cys_L(e),0.4613016780475929,1.3839050341427788
EX_dcyt(e),0.8966240852807419,8.069616767526677
EX_etoh(e),1.0169207240209455,2.033841448041891
EX_for(e),8.863098581221452,8.863098581221452
EX_gua(e),0.9605739066177292,4.802869533088646
EX_ile_L(e),0.7831639905327187,4.698983943196312
EX_nac(e),0.9965726286756811,5.979435772054087
EX_ppa(e),0.12697751758300488,0.3809325527490146
EX_succ(e),0.08759710821820721,0.35038843287282884
EX_tma(e),1.0,3.0
