,fluxes,C-fluxes
EX_ac(e),11.757039975829395,23.51407995165879
EX_ade(e),1.9475412537113703,9.737706268556853
EX_etoh(e),3.414894645116644,6.829789290233288
EX_for(e),8.39376656055375,8.39376656055375
EX_gua(e),0.9673060989745554,4.836530494872777
EX_ile_L(e),0.2594169501219201,1.5565017007315207
EX_nac(e),0.9971926664899784,5.98315599893987
EX_orn(e),0.004300119984187894,0.021500599920939473
EX_phe_L(e),0.9265431835909045,8.33888865231814
EX_ppa(e),0.6976453447997811,2.0929360343993433
EX_ura(e),0.9602835075821854,3.8411340303287416
