,fluxes,C-fluxes
EX_ac(e),4.9009357139334755,9.801871427866951
EX_acald(e),0.17878295,0.3575659
EX_ade(e),0.9456890699067048,4.728445349533524
EX_dgsn(e),0.9587648086753083,9.587648086753083
EX_for(e),1.8531492814142057,1.8531492814142057
EX_gcald(e),0.006405091638122155,0.01281018327624431
EX_lys_L(e),0.9374082715826233,5.624449629495739
EX_orn(e),0.06333089059309337,0.31665445296546685
EX_phe_L(e),0.9476354698870428,8.528719228983386
EX_ppa(e),1.0001514904672693,3.0004544714018078
EX_succ(e),5.128810950461992,20.51524380184797
