,Diff,All,nonIBD,IBD,Fold,Avg,log10Avg,RelAbAvg,Rank
Bacteroides_sp_20_3,0.110604921821973,1.0,70664.90909090909,162673.0,2.302033669791101,149697.5,5.175214547535632,0.007782571727801131,36
Eubacterium_biforme_DSM_3989,-0.112944496329405,1.0,3608.181818181818,2791.955223880597,0.7737845165705862,2907.0641025641025,3.4634546083383415,0.0001851116027181539,37
Clostridium_clariflavum_DSM_19732,-0.114205305929759,1.0,98.81818181818181,119.46268656716418,1.2089140314984417,116.55128205128206,2.066517055074399,7.727589684549963e-06,38
Coprobacillus_sp_29_1,0.124319667462728,1.0,6228.0,5267.432835820896,0.8457663512878767,5402.897435897436,3.7326267233329093,0.0003306232339932089,39
Clostridium_hylemonae_DSM_15053,-0.126066794152834,1.0,495.90909090909093,235.6865671641791,0.4752616386445408,272.38461538461536,2.4351825744512743,1.6539073778704085e-05,40
Bacillus_pumilus_ATCC_7061,-0.135644604917147,1.0,15.636363636363637,638.7164179104477,40.848143005900724,550.8461538461538,2.74103032141958,2.4414106135778545e-05,41
Streptococcus_cristatus_ATCC_51100,0.14204123104038,1.0,135.36363636363637,55.52238805970149,0.4101721078957128,66.78205128205128,1.8246597547422168,5.471835250401594e-06,42
Clostridium_saccharoperbutylacetonicum_N1_4_HMT,-0.145263162906745,1.0,82.81818181818181,60.23880597014925,0.7273620918459295,63.42307692307692,1.802247307673701,5.693345383833364e-06,43
Streptococcus_thermophilus_LMG_18311,0.148659283761404,1.0,5373.909090909091,680.4776119402985,0.12662618597166925,1342.371794871795,3.1278728184397595,7.24534390821328e-05,44
Aeromonas_veronii_B565,-0.148796258028128,1.0,33.45454545454545,141.02985074626866,4.2155661907852044,125.85897435897436,2.0998841883041033,6.259291932969185e-06,45
Bacteroides_coprocola_M16_DSM_17136,0.157458255533597,1.0,116528.45454545454,106390.22388059701,0.9129978106686132,107819.97435897436,5.032699224211619,0.005843695044896791,46
Pseudoramibacter_alactolyticus_ATCC_23263,-0.163532396312335,1.0,40.54545454545455,37.95522388059702,0.9361153871896125,38.32051282051282,1.5834313123488002,2.5818523895122175e-06,47
Bacteroides_nordii_CL02T12C05,0.165009091143033,1.0,27814.545454545456,22940.10447761194,0.8247520893375976,23627.52564102564,4.373418243142532,0.0012572409509194959,48
Finegoldia_magna_ATCC_29328,-0.167210569139102,1.0,51.90909090909091,63.71641791044776,1.2274616410068746,62.05128205128205,1.792750758953932,4.4710391015263974e-06,49
Clostridium_sporogenes_ATCC_15579,-0.169900571461298,1.0,24.636363636363637,19.402985074626866,0.7875750399295037,20.141025641025642,1.304081582349493,2.071401996163091e-06,50
Micrococcus_luteus_NCTC_2665,-0.170019691343882,1.0,42.54545454545455,36.64179104477612,0.8612386784028575,37.47435897435897,1.573734212666956,7.385067798184636e-06,51
Alcaligenes_faecalis_subsp_faecalis_NBRC_13111,-0.170517479534724,1.0,44.72727272727273,51.791044776119406,1.1579298628807184,50.794871794871796,1.7058198685120478,4.71869007813187e-06,52
Acidaminococcus_fermentans_DSM_20731,-0.174833600874522,1.0,155.63636363636363,786.5522388059702,5.053781908215931,697.5769230769231,2.8435921050292636,3.3327353836903416e-05,53
Bacteroides_fluxus_YIT_12057,0.175486559514425,1.0,27806.909090909092,26966.253731343284,0.9697681120610185,27084.80769230769,4.432725756354231,0.0014924341744071445,54
Actinomyces_urogenitalis_DSM_15434,-0.17626409744797,1.0,21.181818181818183,24.80597014925373,1.1710973031836525,24.294871794871796,1.3855146116136108,1.7071396424923516e-06,55
Bacteroides_sp_D2,0.176672051195524,1.0,49784.545454545456,98333.67164179105,1.975184683197965,91487.0,4.961359386641612,0.004305047992388741,56
Clostridium_bolteae_ATCC_BAA_613,0.177481139544866,1.0,75294.18181818182,97110.28358208956,1.2897448546102621,94033.65384615384,4.973283311726864,0.004411528179048625,57
Bacteroides_sp_9_1_42FAA,-0.18440199410496,1.0,302891.0909090909,760827.5373134328,2.511884833026621,696246.7564102564,5.842763184948165,0.02996711432084843,58
Prevotella_melaninogenica_ATCC_25845,0.184885899071119,1.0,1957.3636363636363,3151.3880597014927,1.6100166576896764,2983.0,3.474653253362063,0.0001792173330193113,59
Bacteroides_sp_3_1_23,-0.188039576168635,1.0,103175.36363636363,165181.23880597015,1.6009755913063035,156436.8205128205,5.194338980587626,0.007254959846377602,60
Staphylococcus_haemolyticus_JCSC1435,-0.188519065733531,1.0,13.454545454545455,79.77611940298507,5.929306171843485,70.42307692307692,1.8477149963308785,3.7451007224382907e-06,61
Porphyromonas_gingivalis_W83,0.19008139753761,1.0,122.18181818181819,297.44776119402985,2.4344682835820897,272.7307692307692,2.435734137403719,1.659392573697594e-05,62
Ruminococcus_torques_ATCC_27756,0.190850580577276,1.0,54630.63636363636,9559.119402985074,0.17497726622397325,15915.358974358975,4.2018164386733305,0.0009480913325569562,63
Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621,-0.195971911306956,1.0,453.54545454545456,287.74626865671644,0.6344375536628344,311.12820512820514,2.4929393835815303,0.00020153271641568964,64
Bacillus_pseudofirmus_OF4,-0.196885501499751,1.0,21.727272727272727,19.925373134328357,0.9170673827515143,20.17948717948718,1.3049101253325655,2.436424624433615e-06,65
Alistipes_finegoldii_DSM_17242,0.201694364194295,1.0,122314.0,136298.80597014926,1.1143352843513357,134326.58974358975,5.128161989108836,0.0069992913024856445,66
Clostridium_perfringens_ATCC_13124,-0.202322890515902,1.0,99.81818181818181,402.53731343283584,4.032705325829867,359.84615384615387,2.5561168651662975,2.9154586401842668e-05,67
Erysipelotrichaceae_bacterium_sp_3_1_53,0.202591056470296,1.0,6379.454545454545,6695.731343283582,1.0495774043964916,6651.128205128205,3.822895319243428,0.0004100054642587764,68
Gemella_morbillorum_M424,-0.203030338044741,1.0,35.36363636363637,48.59701492537314,1.3742086482753328,46.73076923076923,1.6696029299635131,3.512179116181368e-06,69
Escherichia_coli_SE11,-0.206922670360186,1.0,32694.090909090908,18675.223880597016,0.5712109852671936,20652.24358974359,4.314967238835847,0.0011229565261116898,70
Bacteroides_fragilis_3_1_12,-0.207058315630534,1.0,43985.09090909091,76956.71641791044,1.7496091249865964,72306.8717948718,4.859179573100567,0.0036326830632146313,71
Peptoniphilus_lacrimalis_DSM_7455,-0.208066826220133,1.0,65.27272727272727,70.98507462686567,1.0875150708851287,70.17948717948718,1.8462101903836245,7.82386299331852e-06,72
Bacteroides_ovatus_SD_CMC_3f,-0.208221500273325,1.0,156058.54545454544,218123.53731343284,1.39770325731355,209370.78205128206,5.320916075245136,0.009599938599352263,73
Lactobacillus_mucosae_LM1,-0.212398116942027,1.0,71.72727272727273,110.76119402985074,1.544199156309706,105.25641025641026,2.0222485544289603,5.91355635207568e-06,74
Odoribacter_splanchnicus_1651_6_DSM_20712,0.214766363148115,1.0,42599.09090909091,62583.53731343283,1.4691284714734867,59765.217948717946,4.776448507605992,0.00339321124811399,75
Bifidobacterium_catenulatum_DSM_16992,-0.216190015431025,1.0,1178.2727272727273,1774.1940298507463,1.5057583773133407,1690.1538461538462,3.2279262380424845,0.00010561511165337903,76
Clostridium_sp_L2_50,0.216791013721845,1.0,13114.0,9679.462686567163,0.7381014706853106,10163.820512820514,4.007056987057209,0.0006162355111187009,77
Bacteroides_sp_D22,0.222147996072195,1.0,207463.27272727274,165916.67164179104,0.7997399706496577,171775.8076923077,5.23496199927662,0.008958447273768723,78
Bacteroides_oleiciplenus_YIT_12058,-0.225622524972537,1.0,45811.63636363636,65289.05970149254,1.4251632310893976,62542.243589743586,4.796173456714526,0.003068797280911442,79
Eubacterium_eligens_ATCC_27750,-0.227052693720439,1.0,47223.63636363636,81036.40298507463,1.7160136157467774,76267.93589743589,4.882341992875092,0.004583013177963155,80
Bacillus_halodurans_C_125,-0.228214686270335,1.0,22.454545454545453,764.7462686567164,34.057526134509644,660.0641025641025,2.8195861143873255,2.8796954626948434e-05,81
Dorea_longicatena_DSM_13814,0.229493702296636,1.0,22759.909090909092,19610.79104477612,0.8616374945280071,20054.897435897437,4.3022204452686665,0.0014122831544258027,82
Prevotella_intermedia_17,0.232777620200536,1.0,2008.7272727272727,1337.2985074626865,0.6657441881829087,1431.9871794871794,3.155939129771489,8.859425424100112e-05,83
Bacteroides_uniformis_ATCC_8492,0.233970934991262,1.0,652803.6363636364,653530.8805970149,1.0011140321420842,653428.3205128205,5.815197953487905,0.02920593565673745,84
Brevibacillus_borstelensis_AK1,-0.241394748445132,1.0,18.454545454545453,19.417910447761194,1.0522020439673554,19.28205128205128,1.285153233565143,2.5172811780957153e-06,85
Cronobacter_sakazakii_ATCC_BAA_894,-0.242899452801325,1.0,158.1818181818182,262.7164179104478,1.6608509178246698,247.97435897435898,2.3944067762630885,1.4844248947101317e-05,86
Micromonospora_aurantiaca_ATCC_27029,-0.244216119404414,1.0,43.09090909090909,46.64179104477612,1.0824044335285596,46.14102564102564,1.6640872439624308,3.0984985432869807e-06,87
Ruminococcus_flavefaciens_FD_1,0.247891122941396,1.0,1146.0,481.7164179104478,0.4203459144070225,575.3974358974359,2.7599679222430877,3.7796910489229945e-05,88
Lachnospiraceae_bacterium_sp_8_1_57FAA,0.253532762174032,1.0,93070.72727272728,18321.373134328358,0.19685430286410913,28862.94871794872,4.460340697738632,0.0017101260095586156,89
Parvimonas_micra_ATCC_33270,0.254137868527791,1.0,286.1818181818182,77.49253731343283,0.27078078476739553,106.92307692307692,2.0290714479472585,8.001777838901579e-06,90
Catenibacterium_mitsuokai_DSM_15897,0.259042704944036,1.0,668.8181818181819,6652.820895522388,9.947129244358607,5808.923076923077,3.764095625488274,0.0003597530302153733,91
Brachybacterium_paraconglomeratum_LC44,-0.263164197559931,1.0,28.181818181818183,32.88059701492537,1.1667308618199324,32.217948717948715,1.5080978859020955,2.486195847316435e-06,92
Clostridium_clostridioforme_CM201,-0.263729160185435,1.0,21374.18181818182,58429.08955223881,2.7336292939426787,53203.39743589744,4.7259393661399995,0.002876983987889636,93
Methylobacterium_radiotolerans_JCM_2831,-0.265039940829852,1.0,41.27272727272727,92.91044776119404,2.2511341968571243,85.62820512820512,1.9326168407742539,5.518085743238892e-06,94
Streptococcus_salivarius_JIM8777,0.266870016698263,1.0,4199.909090909091,1492.3880597014925,0.3553381817077516,1874.2179487179487,3.272820092646626,0.00013043438549159686,95
Bifidobacterium_bifidum_BGN4,-0.269424533005335,1.0,2436.5454545454545,850.4029850746268,0.34901995507129674,1074.0897435897436,3.0310405695548948,5.854819585403752e-05,96
Campylobacter_jejuni_jejuni_M1,-0.269951378460505,1.0,97.54545454545455,119.46268656716418,1.2246873739411053,116.37179487179488,2.065847732754924,6.7212729489610165e-06,97
Clostridium_beijerinckii_NCIMB_8052,-0.271885146852114,1.0,91.18181818181819,917.2835820895523,10.059939584232378,800.7820512820513,2.9035143303097732,3.8689824713394644e-05,98
Butyricimonas_synergistica_DSM_23225,-0.273709227796176,1.0,411.1818181818182,1348.6567164179105,3.279952217686716,1216.448717948718,3.0850938050207724,5.8547299368386153e-05,99
Haemophilus_parainfluenzae_T3T1,0.275516355876348,1.0,18889.727272727272,11326.10447761194,0.5995906830250753,12392.76923076923,4.093168362652221,0.0009427332982160367,100
Erysipelotrichaceae_bacterium_5_2_54FAA,-0.27679461752949,1.0,6909.727272727273,12299.671641791045,1.7800516802360504,11539.551282051281,4.062188921513135,0.0007076960128403418,101
Clostridium_spiroforme_DSM_1552,0.277504111174962,1.0,1830.8181818181818,1168.5074626865671,0.6382433134491404,1261.9102564102564,3.1010284701761965,7.967741083816898e-05,102
Filifactor_alocis_ATCC_35896,-0.282476370688059,1.0,51.27272727272727,89.38805970149254,1.743384143114216,84.01282051282051,1.9243455652656583,5.537202005181624e-06,103
Prevotella_timonensis_CRIS_5C_B1,-0.285620694513896,1.0,1787.909090909091,4967.522388059701,2.778397634039595,4519.115384615385,3.6550534301256303,0.00028699380222543195,104
Pseudomonas_alcaliphila_34,-0.290668701286891,1.0,24.272727272727273,42.134328358208954,1.735871205768908,39.61538461538461,1.5978638767343543,2.7157142966018985e-06,105
Paenibacillus_lactis_154,-0.293870275374033,1.0,31.636363636363637,6599.55223880597,208.60653628409673,5673.307692307692,3.7538363382002737,0.00024393905752368702,106
Clostridium_scindens_ATCC_35704,-0.301588153000453,1.0,5169.545454545455,4156.298507462687,0.8039968976011528,4299.192307692308,3.6333868720306235,0.0002619518710353561,107
Bacteroides_coprophilus_DSM_18228,0.307773376349828,1.0,45411.27272727273,38778.91044776119,0.8539489892885489,39714.243589743586,4.5989462952518005,0.002047004725382373,108
Enterobacter_aerogenes_KCTC_2190,0.308570409659765,1.0,1061.3636363636363,3710.955223880597,3.4964032087954235,3337.2948717948716,3.523394581103607,0.00021867375382513723,109
Bifidobacterium_dentium_ATCC_27678,0.315122867469213,1.0,26908.0,613.7462686567164,0.022809063053988273,4321.910256410257,3.635675744604033,0.00020795682331137968,110
Clostridium_sticklandii_DSM_519,-0.315406476612666,1.0,33.90909090909091,36.38805970149254,1.073106318274579,36.03846153846154,1.5567662429169604,2.737916948845909e-06,111
Clostridium_difficile_CD196,-0.328413312788584,1.0,337.27272727272725,296.2686567164179,0.8784245886470613,302.05128205128204,2.4800806834245837,2.094089825583556e-05,112
Brevundimonas_diminuta_470_4,-0.330334847326853,1.0,22.454545454545453,74.58208955223881,3.321469575200919,67.23076923076923,1.8275680803275662,3.487327232930484e-06,113
Odoribacter_laneus_YIT_12061,0.331004912499807,1.0,2512.5454545454545,7234.432835820896,2.8793241621691097,6568.525641025641,3.817467899571581,0.0009707638021823709,114
Bacteroides_fragilis_NCTC_9343,0.338922525290868,1.0,117612.09090909091,187507.71641791044,1.5942894558591416,177650.64102564103,5.249566778914547,0.008672757535979922,115
Vibrio_parahaemolyticus_RIMD_2210633,-0.340611075516322,1.0,17.636363636363637,28.46268656716418,1.6138636713340515,26.935897435897434,1.4303314497154722,2.122542981243566e-06,116
Porphyromonas_somerae_DSM_23386,-0.346970414276698,1.0,3123.181818181818,4812.313432835821,1.540836785364402,4574.102564102564,3.6603058984702033,0.00026490220043289843,117
Enterococcus_phoeniculicola_ATCC_BAA_412,-0.34698442136822,1.0,9.272727272727273,8.91044776119403,0.9609306409130816,8.961538461538462,0.952382573055201,1.5748254611639338e-06,118
Eubacterium_dolichum_DSM_3991,-0.353369986172297,1.0,3713.7272727272725,5444.313432835821,1.4659971056080399,5200.25641025641,3.7160247580221166,0.00028732940973206307,119
Porphyromonas_asaccharolytica_DSM_20707,-0.358346288557627,1.0,167.36363636363637,865.179104477612,5.169456898019408,766.7692307692307,2.884664677008258,4.125547860290347e-05,120
Alistipes_shahii_WAL_8301,0.364090139512441,1.0,40273.454545454544,105502.35820895522,2.6196500747131144,96303.41025641025,4.983641666452855,0.005178157573291604,121
Brevibacillus_brevis_NBRC_100599,-0.369961266871073,1.0,86.63636363636364,74.07462686567165,0.8550061862774272,75.84615384615384,1.8799335626343745,3.344684913331529e-05,122
Solobacterium_moorei_F0204,-0.371721839066126,1.0,70.27272727272727,1658.2238805970148,23.596976308625052,1434.2820512820513,3.156634563654289,6.304383704905832e-05,123
Clostridium_botulinum_E1_str_BoNT_E_Beluga,-0.371760760899165,1.0,103.27272727272727,253.77611940298507,2.4573391843598906,232.55128205128204,2.3665187381122634,1.4453481081844097e-05,124
Bacteroides_stercoris_ATCC_43183,0.373446876649282,1.0,574693.0,662113.0149253731,1.152116025295894,649784.5512820513,5.812769381720084,0.030887488011653596,125
Bradyrhizobium_elkanii_USDA_76,-0.373826598282435,1.0,41.18181818181818,54.149253731343286,1.3148825409376959,52.32051282051282,1.7186719920827904,6.224776544579436e-06,126
Paenibacillus_alvei_DSM_29,-0.373894964809992,1.0,32.45454545454545,32.582089552238806,1.0039299301810276,32.56410256410256,1.5127391139294577,2.48790800136152e-06,127
Adlercreutzia_equolifaciens_DSM_19450,-0.375939225311854,1.0,812.4545454545455,509.5074626865672,0.6271211916249567,552.2307692307693,2.742120601026263,3.609933004334778e-05,128
Bacteroides_clarus_YIT_12056,0.382212305907629,1.0,39651.72727272727,52170.149253731346,1.3157093736396783,50404.730769230766,4.702471299353335,0.0024701912458125748,129
Methylobacterium_mesophilicum_SR1_6_6,-0.382520829792597,1.0,28.636363636363637,36.46268656716418,1.2733001658374792,35.35897435897436,1.5484996591493505,3.194285524092198e-06,130
Lactobacillus_salivarius_salivarius_UCC118,-0.382568364496806,1.0,383.72727272727275,40.80597014925373,0.1063410735943594,89.16666666666667,1.9502025316375848,2.4535791324040072e-05,131
Roseburia_intestinalis_L1_82,0.388431454543493,1.0,153649.9090909091,291982.7313432836,1.9003117741548938,272474.25641025644,5.43532547605444,0.01834702010652187,132
Paraprevotella_clara_YIT_11840,0.393143171910665,1.0,21260.81818181818,63635.298507462685,2.9930785336324592,57659.41025641026,4.760870196087281,0.0029006152764122555,133
Leptotrichia_buccalis_C_1013_b,-0.399138723965266,1.0,10.181818181818182,9.492537313432836,0.9323027718550106,9.58974358974359,0.981806995173981,1.4130295981567687e-06,134
Abiotrophia_defectiva_ATCC_49176,0.399552220944784,1.0,470.27272727272725,308.3880597014925,0.655764287012646,331.21794871794873,2.5201138631912,2.158824764787217e-05,135
Ralstonia_sp_5_7_47FAA,-0.403074239845851,1.0,41.09090909090909,176.56716417910448,4.296988508783516,157.46153846153845,2.197174490355669,7.817970979200973e-06,136
Lactobacillus_gasseri_ATCC_33323,0.406844789628408,1.0,7768.0,12.64179104477612,0.0016274190325406951,1106.3461538461538,3.0438910303907,5.869892457963981e-05,137
Bacillus_cereus_AH187_F4810_72,-0.407171641941645,1.0,22.09090909090909,21.761194029850746,0.9850746268656716,21.807692307692307,1.3386097109220887,3.437384552914005e-06,138
Fusobacterium_varium_ATCC_27725,-0.409000848885157,1.0,13.454545454545455,446.7313432835821,33.20300524405002,385.62820512820514,2.5861687910076796,2.2565139259868646e-05,139
Bacteroides_fragilis_638R,0.41395672643604,1.0,136604.63636363635,155847.74626865672,1.1408671800406243,153133.97435897434,5.185071554119205,0.007633468756058164,140
Butyrivibrio_fibrisolvens_16_4,0.425954396371267,1.0,613.2727272727273,350.2835820895522,0.5711709758353208,387.37179487179486,2.588127995893995,2.346846886834293e-05,141
Paenibacillus_barengoltzii_G22,-0.426034783478358,1.0,20.818181818181817,22.37313432835821,1.0746920419735384,22.153846153846153,1.345449135452394,2.1776355184800153e-06,142
Escherichia_sp_3_2_53FAA,0.429879243020437,1.0,39784.27272727273,79318.9104477612,1.9937252841469406,73743.51282051283,4.867723821664831,0.004109282807147365,143
Bacteroides_sp_2_1_22,0.439603711013219,1.0,112632.36363636363,86795.6119402985,0.7706098774639968,90439.2564102564,4.956356982927524,0.004799919971891069,144
Afipia_birgiae_34632,-0.440802907105067,1.0,48.63636363636363,53.28358208955224,1.0955502859534105,52.62820512820513,1.7212185587649793,1.190761410362991e-05,145
Bifidobacterium_longum_longum_JDM301,0.442791248206518,1.0,1894.2727272727273,832.5970149253732,0.4395338659201951,982.3205128205128,2.9922532130804083,5.198763723961046e-05,146
Actinomyces_odontolyticus_ATCC_17982,0.449157024268529,1.0,287.72727272727275,306.910447761194,1.066671382424371,304.20512820512823,2.4831665309938264,1.6632118370596744e-05,147
Bacillus_endophyticus_2102,-0.455159013624766,1.0,12.272727272727273,12.432835820895523,1.013045881702598,12.41025641025641,1.0937807546179132,1.513081754896502e-06,148
Fusobacterium_ulcerans_ATCC_49185,-0.469666635151484,1.0,606.6363636363636,9354.179104477613,15.419746762963246,8120.551282051282,3.9095855133084068,0.0008860319151164076,149
Prevotella_ruminicola_23,-0.47304997360287,1.0,448.09090909090907,1254.5671641791046,2.799804992081589,1140.8333333333333,3.0572222020863653,6.370939009733532e-05,150
Anaerococcus_hydrogenalis_DSM_7454,-0.477253650780299,1.0,38.54545454545455,43.62686567164179,1.1318290622359897,42.91025641025641,1.6325611096672967,1.1129151239014091e-05,151
Bifidobacterium_longum_DJO10A,0.479145700578115,1.0,2480.818181818182,1661.5223880597016,0.6697477470283527,1777.0641025641025,3.2497030940336336,9.298826969928177e-05,152
Clostridium_citroniae_WAL_17108,0.484010929707906,1.0,17057.909090909092,11545.373134328358,0.6768340171587264,12322.78205128205,4.090708767335063,0.0007055471557190071,153
Streptococcus_oralis_Uo5,0.492805118207357,1.0,546.5454545454545,216.9402985074627,0.39693002055590315,263.4230769230769,2.4206538182390798,2.042706889377672e-05,154
Laribacter_hongkongensis_HLHK9,-0.503404741640666,1.0,26.818181818181817,77.41791044776119,2.8867695421199087,70.28205128205128,1.8468444285129992,4.389211985833703e-06,155
Bacteroides_finegoldii_DSM_17565,0.507708782796285,1.0,154585.18181818182,102655.44776119402,0.6640704274096213,109978.8717948718,5.04130926021061,0.0059363456602356856,156
Streptococcus_vestibularis_F0396,0.513340229634664,1.0,1416.909090909091,390.2089552238806,0.27539448912246156,535.0,2.7283537820212285,3.764256502757569e-05,157
Bifidobacterium_longum_longum_BBMN68,-0.521560614462473,1.0,1863.7272727272727,1411.4925373134329,0.7573492956659559,1475.2692307692307,3.1688712845633837,7.536865855621159e-05,158
Brachyspira_pilosicoli_B2904,-0.524487470741847,1.0,37.27272727272727,36.97014925373134,0.9918820531488897,37.01282051282051,1.5683521811902401,6.599376863509793e-06,159
Porphyromonas_endodontalis_ATCC_35406,-0.524962758179286,1.0,70.54545454545455,122.53731343283582,1.7369979996922602,115.2051282051282,2.061471811566526,7.40711244444134e-06,160
Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.528407091740987,1.0,21523.636363636364,19637.119402985074,0.9123513829736265,19903.166666666668,4.298922179748835,0.0010329001171837148,161
