,numeric,numeric.1,numeric.2,numeric.3,numeric.4,numeric.5,numeric.6,numeric.7,numeric.8,numeric.9,numeric.10,numeric.11,numeric.12,numeric.13,numeric.14,numeric.15,numeric.16,numeric.17,numeric.18,numeric.19,numeric.20,numeric.21,numeric.22,numeric.23,numeric.24,numeric.25,numeric.26,numeric.27,numeric.28
Methyloversatilis_universalis_FAM5,2.71422229420442,-0.02902108943043,-0.0997987942436571,-0.950075370030032,-0.0997986935184036,-0.0997987744104215,-0.0997987604537001,-0.099798635607754,-0.0997987897613159,1.25897486507143,0.1599988415589,-0.0997988247205794,-0.0997988273440232,-0.0997987942436571,-0.525378536667218,-0.0997987942436571,-0.0997987942436571,-1.78858046625671,1.88127255274856,-0.0997988014393889,-1.32609599293801,0.951718760686186,1.30914351021612,-0.0997987942436571,0.836587263345231,-0.307353075433492,-0.902593279886399,-0.0997987044769034,-1.57837195875839
Enterobacter_aerogenes_KCTC_2190,-0.44596733439665,0.308570409659765,0.0002012072464589,-1.87858740683042,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.752790376551494,-0.376467041696105,0.0002011767695367,0.0002011741460928,0.0002012072464589,2.35673348954738,0.0002012072464589,0.0002012072464589,3.26114792729797,-1.77463746235764,0.0002012000507272,-1.23478532047602,1.89213146086243,-1.61656430686151,0.0002012072464589,-1.59140555739451,0.775277439665079,3.2512529839991,0.0002012970132127,-1.93092547538475
Haemophilus_haemolyticus_M19501,0.323275905959795,0.491862589959524,0.0002012072464589,-3.46955631370984,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,1.74276737868036,1.17872864750525,0.0002011767695367,0.0002011741460928,0.0002012072464589,1.11637632897914,0.0002012072464589,0.0002012072464589,1.06216211224975,-1.71950650380051,0.0002012000507272,-1.67557677091691,0.460771722750929,-2.28732279265558,0.0002012072464589,0.22467823147725,0.749679867338419,-0.227464879560624,0.0002012970132127,-2.13323398115829
Brevundimonas_diminuta_470_4,-1.32574190486174,-0.330334847326853,0.0002012072464589,-1.22434831853353,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.967209264643535,-0.574617438043151,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.479219708825936,0.0002012072464589,0.0002012072464589,-0.596977163301087,-0.273469211320042,0.0002012000507272,-0.60890519084069,-0.590663479609224,0.784510400646574,0.0002012072464589,1.14247219085645,-0.244010958660364,-0.0362872729779824,0.0002012970132127,0.0651277732591273
Corynebacterium_durum_F0235,-2.25209965098601,-0.130718541796782,0.0002012072464589,-1.27279086108647,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-1.17859832943235,-0.222073219741378,0.0002011767695367,0.0002011741460928,0.0002012072464589,0.0056259518009526,0.0002012072464589,0.0002012072464589,0.137025188459777,-0.407694818238377,0.0002012000507272,-0.0163409060392068,0.722748709874419,-0.304803166038149,0.0002012072464589,-0.280462549925338,-0.133653681565046,-0.993635135400449,0.0002012970132127,-0.671286361243284
Clostridium_sp_SY8519,1.04618964802523,0.688105339650533,0.0002012072464589,1.49020959739245,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,1.08459350465979,-0.130486749137435,0.0002011767695367,0.0002011741460928,0.0002012072464589,-1.67937273928105,0.0002012072464589,0.0002012072464589,0.266140889181518,-0.374305965165257,0.0002012000507272,1.22732765017417,2.11808569546249,1.14731566285456,0.0002012072464589,1.64127500176381,-0.423569578517198,0.55494782824501,0.0002012970132127,0.649011177990878
Bifidobacterium_animalis_lactis_CNCM_I_2494,-1.48951305735808,-0.0800225897687459,0.0002012072464589,1.20334817771472,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,0.0312083512469676,-0.748977713311706,0.0002011767695367,0.0002011741460928,0.0002012072464589,-1.58612496801793,0.0002012072464589,0.0002012072464589,-0.814307380662538,-0.176295282105565,0.0002012000507272,-0.372743422404258,-0.170093702120515,0.0992029575046369,0.0002012072464589,-0.336410807371627,-0.975310798574209,-0.550697262096558,0.0002012970132127,0.59438948151871
Enterobacter_cloacae_EcWSU1,1.27774546753664,-1.13553470885334,0.0002012072464589,-3.1037006198927,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-2.98918406666075,-0.445058397973571,0.0002011767695367,0.0002011741460928,0.0002012072464589,0.829192567382465,0.0002012072464589,0.0002012072464589,2.63069004918518,-2.27451872990525,0.0002012000507272,-3.31172567071053,2.6127738487294,-2.45236042464411,0.0002012072464589,-3.31121270537425,-1.96343522875381,0.26129970450386,0.0002012970132127,-2.23061235430435
Acinetobacter_lwoffii_WJ10621,-2.25633348811369,0.0792466723364806,0.0002012072464589,-0.145398062424288,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.850616857416973,0.970901615892854,0.0002011767695367,0.0002011741460928,0.0002012072464589,0.0126086955410344,0.0002012072464589,0.0002012072464589,-0.848943043695069,-0.127113820771336,0.0002012000507272,-0.0627656525525735,-1.02662877921555,-0.722866568214052,0.0002012072464589,-0.0505676138405904,-0.130656327892065,-0.777332867193375,0.0002012970132127,-0.931953804518735
Bacillus_mojavensis_RO_H_1,-1.89451612818937,-0.408446287270167,0.0002012072464589,-0.259566825584994,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.556186959154949,-0.336678199494872,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.566360313679566,0.0002012072464589,0.0002012072464589,-0.350877572045899,-0.765321733216405,0.0002012000507272,-1.12309266091916,-0.0215558875033584,-0.628881249076479,0.0002012072464589,-0.34001092791606,1.11025792748857,-0.484432751941834,0.0002012970132127,0.02745775697037
Bacillus_vallismortis_DV1_F_3,-2.17658676493864,0.0203129076403594,0.0002012072464589,-0.834957544462309,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.747197076685772,-0.288624428237472,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.351313930239071,0.0002012072464589,0.0002012072464589,-0.32563798521576,-0.403331042985081,0.0002012000507272,-0.339581245795219,0.186696840482024,-0.58849147284662,0.0002012072464589,-0.31407635092784,1.51248556764054,-2.03780427079216,0.0002012970132127,-0.0128974485655187
Megasphaera_elsdenii_DSM_20460,-0.531719583160688,0.541638011578939,0.0002012072464589,0.163429278178587,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.757053062327251,-1.59716015311578,0.0002011767695367,0.0002011741460928,0.0002012072464589,1.56250541261257,0.0002012072464589,0.0002012072464589,3.36017699147644,-1.53953695462143,0.0002012000507272,-1.11870167614552,-0.0905486810633864,-1.15195539916193,0.0002012072464589,-0.739225314856063,-0.524501364517927,0.229900096845473,0.0002012970132127,-0.704200940157926
Brachybacterium_paraconglomeratum_LC44,-1.29652752269011,-0.263164197559931,0.0002012072464589,-0.298188012795077,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.236653134234295,-0.510962240422759,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.505176181207885,0.0002012072464589,0.0002012072464589,-0.440039683328248,-0.44267773793137,0.0002012000507272,-0.483636135474174,0.0349120628407273,-0.759189877158754,0.0002012072464589,-0.829489992857467,0.616758648466349,0.212452506017532,0.0002012970132127,0.129626555417025
Bacteroides_faecis_MAJ27,4.33343933235903,-0.784432595129588,0.0002012072464589,2.68497158889331,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,4.4822932034656,-0.480188719953094,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.302212488140454,0.0002012072464589,0.0002012072464589,0.161803554548644,3.78610646559799,0.0002012000507272,2.27080184756187,-4.28028540496323,1.31657504992301,0.0002012072464589,0.343121094703187,-1.35475307314467,2.80890355010017,0.0002012970132127,0.66654614922806
Gordonia_rubripertincta_NBRC_101908,-1.77137913096647,-0.205617924686053,0.0002012072464589,-0.833583910719977,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.547421976931438,-0.537874870027099,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.112739783014645,0.0002012072464589,0.0002012072464589,-0.537019420610047,-0.425976278046727,0.0002012000507272,-0.469314808264701,-0.297386692805025,-0.646452221519106,0.0002012072464589,-0.459920810461532,0.0187089780085088,0.433164810132827,0.0002012970132127,0.278702063534701
Gordonia_terrae_NBRC_100016,-1.74951662410002,-0.269095142837145,0.0002012072464589,-0.716207024411784,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.532803937800274,-1.14200120421747,0.0002011767695367,0.0002011741460928,0.0002012072464589,0.0665939932209355,0.0002012072464589,0.0002012072464589,-0.665904451356507,-0.0398272292414901,0.0002012000507272,-0.0111946410092996,-0.107478665156099,-0.546983751899355,0.0002012072464589,-0.411739753485213,-0.356403242636442,-0.229837859678422,0.0002012970132127,0.581491274807894
Pseudomonas_aeruginosa_NCGM2_S1,-0.411336320526411,-0.532937770243266,0.0002012072464589,-1.25071035023175,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-1.45646993816648,-0.61289858075479,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.228461396183361,0.0002012072464589,0.0002012072464589,-0.281044412599183,-0.600975991944432,0.0002012000507272,-0.711812073603599,0.423497630315093,-0.202191505080812,0.0002012072464589,-0.584382342100631,-0.252039670783996,2.4897726525782,0.0002012970132127,-0.0760410595198033
Streptococcus_constellatus_subsp_constellatus_SK53,-1.4047423778842,0.478250796441457,0.0002012072464589,-1.15562013979398,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.251652285464153,0.839886791979279,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.64733554818808,0.0002012072464589,0.0002012072464589,1.15153140927734,-1.55390429661667,0.0002012000507272,-0.218904072657554,1.04881447370556,-0.969593796378725,0.0002012072464589,0.0616760981078044,-0.190503779638529,-1.30079680185333,0.0002012970132127,-0.922777133013761
Bacillus_fordii_DSM_16014,-2.33639635432463,-0.244668310042002,0.0002012072464589,-0.519062083916293,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-1.10313908756529,-0.0290957466016151,0.0002011767695367,0.0002011741460928,0.0002012072464589,0.539914656196247,0.0002012072464589,0.0002012072464589,-1.09978805874405,-0.0323992984095809,0.0002012000507272,-0.861499930039375,-0.481571363253328,-0.340630802756899,0.0002012072464589,-0.385452316999923,0.357035879205942,-0.717442760872994,0.0002012970132127,-0.103554563548124
Bacteroides_salyersiae_WAL_10018,3.8820133031537,0.707521910313985,0.0002012072464589,4.60586811904468,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,0.438904359929219,-1.62396448108057,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.58798278519093,0.0002012072464589,0.0002012072464589,-0.631653834329225,0.478101490279079,0.0002012000507272,0.612832134350808,-4.64312462691757,1.20877208983267,0.0002012072464589,2.5936140549178,0.0894336441271307,-0.739367867517625,0.0002012970132127,3.24713043687149
Bacteroides_ureolyticus_DSM_20703,-2.61255468714934,-0.548863296862223,0.0002012072464589,-0.726551812843905,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,0.243918612591877,0.485252149378266,0.0002011767695367,0.0002011741460928,0.0002012072464589,1.26454131654323,0.0002012072464589,0.0002012072464589,-0.582063842759706,-0.107535006264805,0.0002012000507272,-1.11756966473195,-1.23878745917771,-0.6305500599209,0.0002012072464589,-0.940088795423995,1.4809417167418,-1.80775960783974,0.0002012970132127,-1.33997047128872
Butyricimonas_synergistica_DSM_23225,0.789464932792376,-0.273709227796176,0.0002012072464589,1.83305432204761,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-1.09528438747679,-2.61426072570184,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.771634098376622,0.0002012072464589,0.0002012072464589,0.380391787542724,-0.543896915177464,0.0002012000507272,0.828151290997536,-2.05279092673752,1.83902349745596,0.0002012072464589,1.67802686810445,-0.884889419961691,1.26533303160652,0.0002012970132127,1.36285690781876
Clostridium_sporosphaeroides_DSM_1294,-0.266379731781293,0.669058615807912,0.0002012072464589,1.03421129588641,0.0002013079717125,0.0002012270796946,0.0002270647487649,0.0002013658823621,0.0002012117288002,0.0102549344226268,0.645832993065324,0.0002011767695367,0.0002011741460928,0.0002012072464589,-1.06157762953221,0.0002012072464589,0.0002012072464589,0.356733988775634,0.706984399100185,0.0002012000507272,0.805377071484597,1.72124601717499,-0.0089334579769304,0.0002012072464589,0.680010913013925,-1.24978601543975,1.82867727179512,0.0002012970132127,0.894770188305819
Corynebacterium_propinquum_DSM_44285,-2.67375006068449,-0.338346754665949,0.0002012072464589,-0.44152818317853,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.621200487025127,-0.790005020822082,0.0002011767695367,0.0002011741460928,0.0002012072464589,-1.04468662687718,0.0002012072464589,0.0002012072464589,-0.845217276559449,-0.241112233857274,0.0002012000507272,-0.121525818720786,0.962465127030579,-0.58798209155237,0.0002012072464589,-0.708119200468551,0.0363011697046758,-0.961386206257497,0.0002012970132127,0.551520390484774
Paenibacillus_daejeonensis_DSM_15491,-1.82990135539274,-0.209658091421702,0.0002012072464589,-0.3187320649191,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.783102914698467,-0.725161843026672,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.299733888592114,0.0002012072464589,0.0002012072464589,-0.517631937013246,-0.121361972550511,0.0002012000507272,-0.732351059332816,-0.31579940204117,-0.302755388862245,0.0002012072464589,-0.279630230665694,0.0538096764795782,-0.0086008558751686,0.0002012970132127,0.133708400700534
Peptoniphilus_lacrimalis_DSM_7455,-1.15476788867216,-0.208066826220133,0.0002012072464589,-0.488426727013216,0.0002013079717125,0.0002012270796946,0.000201241036416,0.0002013658823621,0.0002012117288002,-0.179385706789837,0.553492881332841,0.0002011767695367,0.0002011741460928,0.0002012072464589,-0.838351231302609,0.0002012072464589,0.0002012072464589,-0.353674937234498,-1.28312492535508,0.0002012000507272,-0.426571602240531,1.13452008183506,-0.432984385139101,0.0002012072464589,-0.134994910955916,-0.348075207162618,-0.564350600052033,0.0002012970132127,-0.198200182940519
