,fluxes,C-fluxes
EX_ac(e),14.831345085998738,29.662690171997475
EX_ade(e),1.0142795141830019,5.07139757091501
EX_ala_L(e),0.38667606849015285,1.1600282054704585
EX_csn(e),1.5496473274210774,6.198589309684309
EX_etoh(e),5.809053125826536,11.618106251653073
EX_for(e),10.251319827054152,10.251319827054152
EX_gcald(e),0.008494162934797468,0.016988325869594936
EX_gua(e),0.6681363123794819,3.3406815618974095
EX_met_L(e),0.7081417967438667,3.5407089837193335
EX_nac(e),0.9971684258328741,5.983010554997245
EX_orn(e),0.09019024328304048,0.4509512164152024
EX_pro_L(e),0.004345738685216732,0.02172869342608366
EX_succ(e),0.21856730938558389,0.8742692375423355
