,fluxes,C-fluxes
EX_ac(e),25.79600970411646,51.59201940823292
EX_ade(e),0.9552260091495494,4.776130045747747
EX_etoh(e),0.5948231475887253,1.1896462951774507
EX_for(e),0.6502340649666504,0.6502340649666504
EX_gly(e),0.04477786211570662,0.08955572423141324
EX_glyc(e),0.008101267986726775,0.024303803960180326
EX_gua(e),0.9719511418229334,4.859755709114667
EX_hista(e),0.11348230079224873,0.5674115039612436
EX_lys_L(e),0.14507856632607233,0.870471397956434
EX_nac(e),0.9975031609282314,5.985018965569388
EX_orn(e),0.056634291912612655,0.2831714595630633
EX_ppa(e),0.6381175762465909,1.9143527287397728
EX_tym(e),0.9496077916497938,7.5968623331983505
EX_uri(e),0.29026771198634177,2.612409407877076
