,fluxes,C-fluxes
EX_ac(e),7.524384342558368,15.048768685116736
EX_but(e),8.691274682613377,34.76509873045351
EX_for(e),22.423798650916737,22.423798650916737
EX_gcald(e),0.013947610865747247,0.027895221731494495
EX_hxan(e),0.9117461619670346,4.558730809835173
EX_ile_L(e),0.7350465069759109,4.410279041855466
EX_lys_L(e),0.7581202910580814,4.548721746348488
EX_meoh(e),0.006511049999999999,0.006511049999999999
EX_phe_L(e),0.7865292676633793,7.0787634089704135
EX_ura(e),0.8452358323858901,3.3809433295435602
