,fluxes,C-fluxes
EX_ac(e),14.657513460355709,29.315026920711418
EX_dad_2(e),1.947892816015262,19.47892816015262
EX_for(e),13.665010909014585,13.665010909014585
EX_gcald(e),0.004081746167608604,0.008163492335217208
EX_hista(e),0.08611233652614432,0.4305616826307216
EX_ile_L(e),0.8041785506326822,4.8250713037960935
EX_indole(e),0.04431451790448501,0.3545161432358801
EX_lys_L(e),0.8602691417638438,5.161614850583063
EX_nac(e),0.9986389169199069,5.991833501519442
EX_phe_L(e),0.8396420540601949,7.556778486541754
EX_ppa(e),0.1265424838966687,0.3796274516900061
EX_ptrc(e),1.0398910156588776,4.159564062635511
