,fluxes,C-fluxes
EX_12ppd_S(e),0.14898579,0.44695737
EX_4abut(e),6.258141836413272,25.03256734565309
EX_ac(e),17.75797498374048,35.51594996748096
EX_dad_2(e),0.9325673782562858,9.325673782562857
EX_dcyt(e),0.8752805850301221,7.877525265271099
EX_for(e),0.022304503235869765,0.022304503235869765
EX_gly(e),0.8931620772211178,1.7863241544422357
EX_gua(e),0.8960616960951758,4.4803084804758795
EX_ile_L(e),1.5255816054958586,9.153489632975152
EX_phe_L(e),0.9221230233735468,8.299107210361921
EX_pro_L(e),0.9194291154818383,4.597145577409191
EX_succ(e),0.9304814237222397,3.721925694888959
