,fluxes,C-fluxes
EX_4abut(e),1.5598733452256293,6.239493380902517
EX_ac(e),12.756244381738313,25.512488763476625
EX_dad_2(e),0.9406408815251648,9.406408815251648
EX_etoh(e),2.9919955207966082,5.9839910415932165
EX_for(e),15.969052903200184,15.969052903200184
EX_ile_L(e),0.9031377498144542,5.418826498886725
EX_lys_L(e),0.857662986702894,5.145977920217364
EX_nac(e),0.996756795426803,5.9805407725608175
EX_orn(e),0.07199834846298965,0.35999174231494824
EX_val_L(e),1.126255210488422,5.63127605244211
