,fluxes,C-fluxes
EX_ac(e),4.5240871299899466,9.048174259979893
EX_ala_L(e),3.704488630419531,11.113465891258592
EX_cys_L(e),0.9971887489626385,2.9915662468879156
EX_for(e),2.1131760623210174,2.1131760623210174
EX_glu_L(e),0.07601469265317687,0.3800734632658843
EX_glyc(e),0.00300717198141261,0.00902151594423783
EX_hista(e),0.14704947041261396,0.7352473520630698
EX_ile_L(e),0.5116381218540135,3.0698287311240806
EX_lac_D(e),1.0443136032222868,3.1329408096668603
EX_lys_L(e),0.9400328848072281,5.640197308843369
EX_trypta(e),0.08086952528779326,0.8086952528779325
EX_tym(e),0.9892678253912559,7.914142603130047
