,fluxes,C-fluxes
EX_12ppd_S(e),0.14898579,0.44695737
EX_13ppd(e),1.79965486,5.3989645799999995
EX_ac(e),14.925922705667718,29.851845411335436
EX_for(e),11.149237156811566,11.149237156811566
EX_gal(e),0.15368772,0.92212632
EX_gcald(e),0.7422351083465899,1.4844702166931798
EX_gsn(e),0.21320724932267185,2.1320724932267185
EX_ins(e),0.0003586166908254705,0.003586166908254705
EX_nac(e),0.9977708472206475,5.986625083323885
EX_phe_L(e),0.8794422995856781,7.914980696271103
EX_uri(e),0.6271905743557691,5.6447151692019215
