,fluxes,C-fluxes
EX_ac(e),20.205271723412498,40.410543446824995
EX_ade(e),0.9666429973940167,4.833214986970083
EX_dcyt(e),0.9465267668828768,8.518740901945892
EX_etoh(e),1.1726580494316574,2.345316098863315
EX_for(e),6.29037959299613,6.29037959299613
EX_glyc(e),0.15520293059255863,0.4656087917776759
EX_hista(e),0.12002050922170393,0.6001025461085197
EX_lys_L(e),0.051942073226985554,0.31165243936191334
EX_orn(e),0.10823659425429198,0.5411829712714599
EX_succ(e),0.03556502672073772,0.14226010688295088
EX_tym(e),0.9588895260319162,7.67111620825533
