,fluxes,C-fluxes
EX_ac(e),9.540882020549029,19.081764041098058
EX_ade(e),0.9677176527584955,4.838588263792477
EX_cys_L(e),0.12267030504711979,0.36801091514135936
EX_etoh(e),5.497294087731038,10.994588175462075
EX_for(e),8.648887056501518,8.648887056501518
EX_gua(e),0.9683891570241049,4.841945785120524
EX_hista(e),0.11740307654189541,0.5870153827094771
EX_lys_L(e),0.1805465796697571,1.0832794780185426
EX_orn(e),0.10966187632670024,0.5483093816335012
EX_ppa(e),1.136889660034966,3.410668980104898
EX_trypta(e),0.04501031677855011,0.4501031677855011
EX_tym(e),0.9187048672863296,7.349638938290637
