	MicrobeID	NCBI Taxonomy ID	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	#genome	unique_name	total_length
212	Corynebacterium_kroppenstedtii_DSM_44385	645127	Corynebacterium kroppenstedtii DSM 44385	Corynebacterium kroppenstedtii	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	645127	Corynebacterium_kroppenstedtii_DSM_44385	4767154
213	Corynebacterium_propinquum_DSM_44285	1121367	Corynebacterium propinquum DSM 44285	Corynebacterium propinquum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	1121367	Corynebacterium_propinquum_DSM_44285	4819446
214	Corynebacterium_tuberculostearicum_SK141	553206	Corynebacterium tuberculostearicum SK141	Corynebacterium tuberculostearicum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	553206	Corynebacterium_tuberculostearicum_SK141	4626242
215	Corynebacterium_ulcerans_809	945711	Corynebacterium ulcerans 809	Corynebacterium ulcerans	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	945711	Corynebacterium_ulcerans_809	4881098
216	Cronobacter_sakazakii_ATCC_BAA_894	290339	Cronobacter sakazakii ATCC BAA-894	Cronobacter sakazakii	Cronobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	290339	Cronobacter_sakazakii_ATCC_BAA_894	8636793
217	Cryptobacterium_curtum_DSM_15641	469378	Cryptobacterium curtum DSM 15641	Cryptobacterium curtum	Cryptobacterium	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	469378	Cryptobacterium_curtum_DSM_15641	3102006
218	Curtobacterium_flaccumfaciens_UCD_AKU	1292022	Curtobacterium flaccumfaciens UCD-AKU	Curtobacterium flaccumfaciens	Curtobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	1292022	Curtobacterium_flaccumfaciens_UCD_AKU	7170072
219	Delftia_acidovorans_SPH_1	398578	Delftia acidovorans SPH-1	Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	398578	Delftia_acidovorans_SPH_1	12946815
220	Desulfovibrio_piger_ATCC_29098	411464	Desulfovibrio piger ATCC 29098	Desulfovibrio piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	411464	Desulfovibrio_piger_ATCC_29098	5187830
221	Desulfovibrio_sp_3_1_syn3	457398	Desulfovibrio sp. 3_1_syn3	Desulfovibrio sp. 3_1_syn3	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	457398	Desulfovibrio_sp_3_1_syn3	6627167
222	Dialister_invisus_DSM_15470	592028	Dialister invisus DSM 15470	Dialister invisus	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	592028	Dialister_invisus_DSM_15470	3687320
223	Dialister_succinatiphilus_YIT_11850	742743	Dialister succinatiphilus YIT 11850	Dialister succinatiphilus	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	742743	Dialister_succinatiphilus_YIT_11850	4573800
224	Dorea_formicigenerans_ATCC_27755	411461	Dorea formicigenerans ATCC 27755	Dorea formicigenerans	Dorea	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411461	Dorea_formicigenerans_ATCC_27755	6128791
225	Dorea_longicatena_DSM_13814	411462	Dorea longicatena DSM 13814	Dorea longicatena	Dorea	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411462	Dorea_longicatena_DSM_13814	5459121
226	Edwardsiella_tarda_ATCC_23685	500638	Edwardsiella tarda ATCC 23685	Edwardsiella tarda	Edwardsiella	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	500638	Edwardsiella_tarda_ATCC_23685	6638296
227	Edwardsiella_tarda_FL6_60	718251	Edwardsiella tarda FL6-60	Edwardsiella tarda	Edwardsiella	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	718251	Edwardsiella_tarda_FL6_60	6916619
228	Eggerthella_sp_1_3_56FAA	665943	Eggerthella sp. 1_3_56FAA	Eggerthella sp. 1_3_56FAA	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	665943	Eggerthella_sp_1_3_56FAA	6337985
229	Eggerthella_sp_YY7918	502558	Eggerthella sp. YY7918	Eggerthella sp. YY7918	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	502558	Eggerthella_sp_YY7918	5893016
230	Eggerthia_catenaformis_OT_569	999415	Eggerthia catenaformis OT 569 = DSM 20559	Eggerthia catenaformis	Eggerthia	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	999415	Eggerthia_catenaformis_OT_569	3723562
231	Eikenella_corrodens_ATCC_23834	546274	Eikenella corrodens ATCC 23834	Eikenella corrodens	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	546274	Eikenella_corrodens_ATCC_23834	4120915
232	Enterobacter_aerogenes_KCTC_2190	1028307	Klebsiella aerogenes KCTC 2190	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	1028307	Enterobacter_aerogenes_KCTC_2190	10145585
233	Enterobacter_asburiae_LF7a	640513	Enterobacter asburiae LF7a	Enterobacter asburiae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	640513	Enterobacter_asburiae_LF7a	9690374
234	Enterobacter_cancerogenus_ATCC_35316	500639	Enterobacter cancerogenus ATCC 35316	Enterobacter cancerogenus	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	500639	Enterobacter_cancerogenus_ATCC_35316	8700698
235	Enterobacter_cloacae_EcWSU1	1045856	Enterobacter cloacae EcWSU1	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	1045856	Enterobacter_cloacae_EcWSU1	9309674
236	Enterococcus_asini_ATCC_700915	1158606	Enterococcus asini ATCC 700915	Enterococcus asini	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	1158606	Enterococcus_asini_ATCC_700915	4981352
237	Enterococcus_avium_ATCC_14025	1140002	Enterococcus avium ATCC 14025	Enterococcus avium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	1140002	Enterococcus_avium_ATCC_14025	8900879
238	Enterococcus_caccae_ATCC_BAA_1240	1158612	Enterococcus caccae ATCC BAA-1240	Enterococcus caccae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	1158612	Enterococcus_caccae_ATCC_BAA_1240	6750948
239	Enterococcus_casseliflavus_ATCC_12755	888066	Enterococcus casseliflavus ATCC 12755	Enterococcus casseliflavus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	888066	Enterococcus_casseliflavus_ATCC_12755	6873789
240	Enterococcus_dispar_ATCC_51266	1139219	Enterococcus dispar ATCC 51266	Enterococcus dispar	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	1139219	Enterococcus_dispar_ATCC_51266	5365714
241	Enterococcus_faecalis_OG1RF_ATCC_47077	474186	Enterococcus faecalis OG1RF	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	474186	Enterococcus_faecalis_OG1RF_ATCC_47077	5162305
242	Enterococcus_faecalis_TX1322	525278	Enterococcus faecalis TX1322	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	525278	Enterococcus_faecalis_TX1322	5507644
243	Enterococcus_faecalis_V583	226185	Enterococcus faecalis V583	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	226185	Enterococcus_faecalis_V583	6305689
244	Enterococcus_faecium_TX1330	525279	Enterococcus faecium TX1330	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	525279	Enterococcus_faecium_TX1330	5090003
245	Enterococcus_hirae_ATCC_9790	768486	Enterococcus hirae ATCC 9790	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	768486	Enterococcus_hirae_ATCC_9790	5337203
246	Enterococcus_phoeniculicola_ATCC_BAA_412	1158610	Enterococcus phoeniculicola ATCC BAA-412	Enterococcus phoeniculicola	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	1158610	Enterococcus_phoeniculicola_ATCC_BAA_412	7394398
247	Erysipelotrichaceae_bacterium_5_2_54FAA	552396	Erysipelotrichaceae bacterium 5_2_54FAA	Erysipelotrichaceae bacterium 5_2_54FAA	unclassified Erysipelotrichaceae	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	552396	Erysipelotrichaceae_bacterium_5_2_54FAA	5826242
248	Erysipelotrichaceae_bacterium_sp_3_1_53	658659	Erysipelotrichaceae bacterium 3_1_53	Erysipelotrichaceae bacterium 3_1_53	unclassified Erysipelotrichaceae	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	658659	Erysipelotrichaceae_bacterium_sp_3_1_53	8189679
249	Escherichia_albertii_TW07627	502347	Escherichia albertii TW07627	Escherichia albertii	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	502347	Escherichia_albertii_TW07627	8987741
250	Escherichia_coli_O157_H7_str_Sakai	386585	Escherichia coli O157:H7 str. Sakai	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	386585	Escherichia_coli_O157_H7_str_Sakai	10451827
251	Escherichia_coli_SE11	409438	Escherichia coli SE11	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	409438	Escherichia_coli_SE11	9694704
252	Escherichia_coli_str_K_12_substr_MG1655	511145	Escherichia coli str. K-12 substr. MG1655	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	511145	Escherichia_coli_str_K_12_substr_MG1655	8714249
253	Escherichia_coli_UTI89_UPEC	364106	Escherichia coli UTI89	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	364106	Escherichia_coli_UTI89_UPEC	9712959
254	Escherichia_fergusonii_ATCC_35469	585054	Escherichia fergusonii ATCC 35469	Escherichia fergusonii	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	585054	Escherichia_fergusonii_ATCC_35469	9004997
255	Escherichia_sp_3_2_53FAA	561	Escherichia	Escherichia sp. 3_2_53FAA	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	561	Escherichia_sp_3_2_53FAA	9555539
256	Escherichia_sp_4_1_40B	457401	Escherichia sp. 4_1_40B	Escherichia sp. 4_1_40B	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	457401	Escherichia_sp_4_1_40B	9134027
257	Eubacterium_biforme_DSM_3989	518637	Holdemanella biformis DSM 3989	Holdemanella biformis	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	518637	Eubacterium_biforme_DSM_3989	4603693
258	Eubacterium_dolichum_DSM_3991	428127	Amedibacillus dolichus DSM 3991	Amedibacillus dolichus	Amedibacillus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	428127	Eubacterium_dolichum_DSM_3991	4075893
259	Eubacterium_eligens_ATCC_27750	515620	[Eubacterium] eligens ATCC 27750	Lachnospira eligens	Lachnospira	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	515620	Eubacterium_eligens_ATCC_27750	5549767
260	Eubacterium_limosum_KIST612	903814	Eubacterium limosum KIST612	Eubacterium limosum	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	903814	Eubacterium_limosum_KIST612	8399020
261	Eubacterium_rectale_ATCC_33656	515619	[Eubacterium] rectale ATCC 33656	[Eubacterium] rectale	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	515619	Eubacterium_rectale_ATCC_33656	6484527
262	Eubacterium_saphenum_ATCC_49989	592031	Eubacterium saphenum ATCC 49989	[Eubacterium] saphenum	unclassified Clostridiales Incertae Sedis XIII	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	592031	Eubacterium_saphenum_ATCC_49989	2147678
263	Eubacterium_siraeum_DSM_15702	428128	[Eubacterium] siraeum DSM 15702	[Eubacterium] siraeum	unclassified Ruminococcaceae	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	428128	Eubacterium_siraeum_DSM_15702	4992019
264	Eubacterium_ventriosum_ATCC_27560	411463	Eubacterium ventriosum ATCC 27560	Eubacterium ventriosum	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411463	Eubacterium_ventriosum_ATCC_27560	5328011
265	Faecalibacterium_cf_prausnitzii_KLE1255	748224	Faecalibacterium cf. prausnitzii KLE1255	Faecalibacterium prausnitzii	Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	748224	Faecalibacterium_cf_prausnitzii_KLE1255	5367830
266	Faecalibacterium_prausnitzii_M21_2	411485	Faecalibacterium prausnitzii M21/2	Faecalibacterium prausnitzii	Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411485	Faecalibacterium_prausnitzii_M21_2	5892285
267	Filifactor_alocis_ATCC_35896	546269	Filifactor alocis ATCC 35896	Filifactor alocis	Filifactor	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	546269	Filifactor_alocis_ATCC_35896	3622508
268	Finegoldia_magna_ATCC_29328	334413	Finegoldia magna ATCC 29328	Finegoldia magna	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	334413	Finegoldia_magna_ATCC_29328	3867983
269	Fusobacterium_gonidiaformans_ATCC_25563	469615	Fusobacterium gonidiaformans ATCC 25563	Fusobacterium gonidiaformans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469615	Fusobacterium_gonidiaformans_ATCC_25563	3211923
270	Fusobacterium_mortiferum_ATCC_9817	469616	Fusobacterium mortiferum ATCC 9817	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469616	Fusobacterium_mortiferum_ATCC_9817	5095172
271	Fusobacterium_necrophorum_D12	556263	Fusobacterium necrophorum D12	Fusobacterium necrophorum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	556263	Fusobacterium_necrophorum_D12	3749444
272	Fusobacterium_nucleatum_subsp_animalis_3_1_33	469603	Fusobacterium nucleatum subsp. animalis 3_1_33	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469603	Fusobacterium_nucleatum_subsp_animalis_3_1_33	4214935
273	Fusobacterium_nucleatum_subsp_animalis_7_1	457405	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	457405	Fusobacterium_nucleatum_subsp_animalis_7_1	4712498
274	Fusobacterium_nucleatum_subsp_animalis_D11	556264	Fusobacterium nucleatum subsp. animalis D11	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	556264	Fusobacterium_nucleatum_subsp_animalis_D11	4355192
275	Fusobacterium_nucleatum_subsp_vincentii_3_1_27	469602	Fusobacterium nucleatum subsp. vincentii 3_1_27	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469602	Fusobacterium_nucleatum_subsp_vincentii_3_1_27	4149912
276	Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2	469604	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469604	Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2	4322156
277	Fusobacterium_nucleatum_subsp_vincentii_4_1_13	469606	Fusobacterium nucleatum subsp. vincentii 4_1_13	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469606	Fusobacterium_nucleatum_subsp_vincentii_4_1_13	4309116
278	Fusobacterium_periodonticum_1_1_41FAA	469621	Fusobacterium periodonticum 1_1_41FAA	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469621	Fusobacterium_periodonticum_1_1_41FAA	4660206
279	Fusobacterium_periodonticum_2_1_31	469599	Fusobacterium periodonticum 2_1_31	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469599	Fusobacterium_periodonticum_2_1_31	4667456
280	Fusobacterium_russii_ATCC_25533	1278306	Fusobacterium russii ATCC 25533	Fusobacterium russii	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	1278306	Fusobacterium_russii_ATCC_25533	3782937
281	Fusobacterium_sp_4_8	469607	Fusobacterium nucleatum subsp. animalis 4_8	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469607	Fusobacterium_sp_4_8	4296120
282	Fusobacterium_ulcerans_ATCC_49185	469617	Fusobacterium ulcerans ATCC 49185	Fusobacterium ulcerans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469617	Fusobacterium_ulcerans_ATCC_49185	6792979
283	Fusobacterium_varium_ATCC_27725	469618	Fusobacterium varium ATCC 27725	Fusobacterium varium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	469618	Fusobacterium_varium_ATCC_27725	6158625
284	Gemella_haemolysans_ATCC_10379	546270	Gemella haemolysans ATCC 10379	Gemella haemolysans	Gemella	Bacillales Incertae Sedis XI	Bacillales	Bacilli	Firmicutes	Bacteria	546270	Gemella_haemolysans_ATCC_10379	3634535
285	Gemella_morbillorum_M424	562982	Gemella morbillorum M424	Gemella morbillorum	Gemella	Bacillales Incertae Sedis XI	Bacillales	Bacilli	Firmicutes	Bacteria	562982	Gemella_morbillorum_M424	3342186
286	Gemella_sanguinis_M325	562983	Gemella sanguinis M325	Gemella sanguinis	Gemella	Bacillales Incertae Sedis XI	Bacillales	Bacilli	Firmicutes	Bacteria	562983	Gemella_sanguinis_M325	3343045
287	Gordonia_rubripertincta_NBRC_101908	1077975	Gordonia rubripertincta NBRC 101908	Gordonia rubripertincta	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	1077975	Gordonia_rubripertincta_NBRC_101908	10130720
288	Gordonia_terrae_NBRC_100016	1089454	Gordonia terrae NBRC 100016	Gordonia terrae	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	1089454	Gordonia_terrae_NBRC_100016	11067988
289	Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378	657308	Gordonibacter pamelaeae 7-10-1-b	Gordonibacter pamelaeae	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	657308	Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378	6206400
290	Grimontia_hollisae_CIP_101886	675812	Grimontia hollisae CIP 101886	Grimontia hollisae	Grimontia	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	675812	Grimontia_hollisae_CIP_101886	7691529
291	Haemophilus_haemolyticus_M19501	1028803	Haemophilus haemolyticus M19501	Haemophilus haemolyticus	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	1028803	Haemophilus_haemolyticus_M19501	3714725
292	Haemophilus_parainfluenzae_T3T1	862965	Haemophilus parainfluenzae T3T1	Haemophilus parainfluenzae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	862965	Haemophilus_parainfluenzae_T3T1	4106394
293	Helicobacter_bilis_ATCC_43879	613026	Helicobacter bilis ATCC 43879	Helicobacter bilis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	613026	Helicobacter_bilis_ATCC_43879	4527189
294	Helicobacter_canadensis_MIT_98_5491	537970	Helicobacter canadensis MIT 98-5491	Helicobacter canadensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	537970	Helicobacter_canadensis_MIT_98_5491	3142094
295	Helicobacter_cinaedi_CCUG_18818	537971	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	Helicobacter cinaedi	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	537971	Helicobacter_cinaedi_CCUG_18818	4198881
296	Helicobacter_pullorum_MIT_98_5489	537972	Helicobacter pullorum MIT 98-5489	Helicobacter pullorum	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	537972	Helicobacter_pullorum_MIT_98_5489	3646823
297	Helicobacter_pylori_26695	85962	Helicobacter pylori 26695	Helicobacter pylori	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	85962	Helicobacter_pylori_26695	3189159
298	Helicobacter_winghamensis_ATCC_BAA_430	556267	Helicobacter winghamensis ATCC BAA-430	Helicobacter winghamensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	556267	Helicobacter_winghamensis_ATCC_BAA_430	3225007
299	Holdemania_filiformis_VPI_J1_31B_1_DSM_12042	545696	Holdemania filiformis DSM 12042	Holdemania filiformis	Holdemania	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	545696	Holdemania_filiformis_VPI_J1_31B_1_DSM_12042	7095370
300	Kingella_oralis_ATCC_51147	629741	Kingella oralis ATCC 51147	Kingella oralis	Kingella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	629741	Kingella_oralis_ATCC_51147	4648125
301	Klebsiella_pneumoniae_pneumoniae_MGH78578	272620	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	272620	Klebsiella_pneumoniae_pneumoniae_MGH78578	10672566
302	Kocuria_palustris_PEL	1236550	Kocuria palustris PEL	Kocuria palustris	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	1236550	Kocuria_palustris_PEL	5613161
303	Kocuria_rhizophila_DC2201	378753	Kocuria rhizophila DC2201	Kocuria rhizophila	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	378753	Kocuria_rhizophila_DC2201	5243385
304	Kytococcus_sedentarius_DSM_20547	478801	Kytococcus sedentarius DSM 20547	Kytococcus sedentarius	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	478801	Kytococcus_sedentarius_DSM_20547	5393449
305	Lachnospiraceae_bacterium_sp_8_1_57FAA	665951	Lachnospiraceae bacterium 8_1_57FAA	Lachnospiraceae bacterium 8_1_57FAA	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	665951	Lachnospiraceae_bacterium_sp_8_1_57FAA	5459353
306	Lactobacillus_acidophilus_NCFM	272621	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	272621	Lactobacillus_acidophilus_NCFM	3756042
307	Lactobacillus_amylovorus_GRL_1112	695560	Lactobacillus amylovorus GRL 1112	Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	695560	Lactobacillus_amylovorus_GRL_1112	4042366
308	Lactobacillus_brevis_ATCC_367	387344	Levilactobacillus brevis ATCC 367	Levilactobacillus brevis	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	387344	Lactobacillus_brevis_ATCC_367	4356423
309	Lactobacillus_brevis_subsp_gravesensis_ATCC_27305	525310	Lentilactobacillus hilgardii ATCC 27305	Lentilactobacillus hilgardii	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	525310	Lactobacillus_brevis_subsp_gravesensis_ATCC_27305	5704019
310	Lactobacillus_buchneri_ATCC_11577	525318	Lentilactobacillus buchneri ATCC 11577	Lentilactobacillus buchneri	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	525318	Lactobacillus_buchneri_ATCC_11577	5223663
311	Lactobacillus_casei_ATCC_334	321967	Lacticaseibacillus paracasei ATCC 334	Lacticaseibacillus paracasei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	321967	Lactobacillus_casei_ATCC_334	5408563
312	Lactobacillus_casei_casei_BL23	543734	Lacticaseibacillus casei BL23	Lacticaseibacillus casei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	543734	Lactobacillus_casei_casei_BL23	5665355
313	Lactobacillus_coleohominis_101_4_CHN	575594	Limosilactobacillus coleohominis 101-4-CHN	Limosilactobacillus coleohominis	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	575594	Lactobacillus_coleohominis_101_4_CHN	3330034
314	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	390333	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	390333	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	3433209
315	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365	321956	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	321956	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365	3291620
