,fluxes,C-fluxes
EX_2obut(e),0.02618225286920966,0.10472901147683863
EX_ac(e),4.675265133374301,9.350530266748603
EX_acald(e),2.245086426795674,4.490172853591348
EX_ade(e),2.9755129284138104,14.877564642069052
EX_dcyt(e),0.8985056699087953,8.086551029179159
EX_for(e),5.232667422972472,5.232667422972472
EX_gcald(e),0.0021945328348813207,0.004389065669762641
EX_gua(e),0.9757105459983086,4.878552729991544
EX_lys_L(e),0.9197946715500033,5.51876802930002
EX_nac(e),0.8634778017362758,5.180866810417655
EX_phe_L(e),0.8535235893300243,7.681712303970218
EX_ppa(e),0.17461726022871055,0.5238517806861316
EX_succ(e),3.3223466354867304,13.289386541946921
EX_thymd(e),0.062346496242199026,0.6234649624219902
EX_val_L(e),0.2442504314368145,1.2212521571840724
