,fluxes,C-fluxes
EX_ac(e),3.7421716349411964,7.484343269882393
EX_ade(e),0.0294879847109617,0.1474399235548085
EX_but(e),0.02623763307594848,0.10495053230379392
EX_dad_2(e),0.06331572445148502,0.6331572445148502
EX_for(e),5.698730911539743,5.698730911539743
EX_glu_L(e),0.09790180532372113,0.4895090266186056
EX_ile_L(e),0.5838105512262334,3.5028633073574005
EX_isocapr(e),0.09866385286510612,0.5919831171906367
EX_mqn8(e),0.028590570767379232,1.4581191091363408
EX_phe_L(e),0.9354735150899154,8.419261635809239
EX_ppa(e),1.2016007191851474,3.6048021575554423
EX_succ(e),0.029430056978739665,0.11772022791495866
