,fluxes,C-fluxes
EX_ac(e),4.547452666285229,9.094905332570457
EX_dad_2(e),0.972068129874397,9.720681298743969
EX_dcyt(e),0.9633524434043085,8.670171990638776
EX_for(e),6.795404361881679,6.795404361881679
EX_gcald(e),0.005464634018939797,0.010929268037879594
EX_gly(e),0.8933170724960032,1.7866341449920065
EX_ile_L(e),1.0332685207930081,6.199611124758048
EX_lys_L(e),0.9303997407204962,5.582398444322978
EX_orn(e),0.09789530934699824,0.4894765467349912
EX_succ(e),0.591509010265402,2.366036041061608
EX_val_L(e),4.75828772201746,23.7914386100873
