,fluxes,C-fluxes
EX_ac(e),19.928102352525972,39.856204705051944
EX_for(e),14.856402201187024,14.856402201187024
EX_gly(e),2.970362417584648,5.940724835169296
EX_hxan(e),0.9456308195895379,4.728154097947689
EX_ile_L(e),0.8070961512038479,4.842576907223087
EX_indole(e),0.031189309050138603,0.24951447240110883
EX_lys_L(e),0.8881478635263877,5.3288871811583265
EX_nac(e),0.9983714015372261,5.990228409223357
EX_phe_L(e),0.8049606587491954,7.2446459287427585
EX_ppa(e),0.19560208757358263,0.5868062627207479
EX_ptrc(e),1.0053993167312505,4.021597266925002
