,fluxes,C-fluxes
EX_ac(e),9.445578155849857,18.891156311699714
EX_ade(e),1.1210533042024295,5.6052665210121475
EX_for(e),6.458920251591901,6.458920251591901
EX_gcald(e),0.0017265118668790343,0.0034530237337580686
EX_glc_D(e),0.5578375683887234,3.347025410332341
EX_glyc(e),0.005936992849516537,0.017810978548549614
EX_indole(e),0.07387683170485335,0.5910146536388268
EX_isobut(e),0.1440272660013195,0.576109064005278
EX_isocapr(e),0.039773533962346196,0.23864120377407716
EX_isoval(e),0.019886766981173098,0.09943383490586549
EX_ptrc(e),0.08739119312591666,0.34956477250366663
EX_thymd(e),1.872843675109683,18.72843675109683
