,fluxes,C-fluxes
EX_acald(e),2.1328717903169463,4.265743580633893
EX_ade(e),2.0806185478630397,10.403092739315198
EX_but(e),3.363369872742198,13.453479490968792
EX_cys_L(e),0.5295434666296522,1.5886303998889568
EX_dcyt(e),0.9714065662079214,8.742659095871293
EX_gcald(e),0.001228019692754073,0.002456039385508146
EX_gln_L(e),0.03437055990861982,0.1718527995430991
EX_glyc(e),0.004222817273839939,0.012668451821519816
EX_gua(e),0.9859497061997401,4.9297485309987
EX_indole(e),0.07869458572121808,0.6295566857697447
