,fluxes,C-fluxes
EX_4hphac(e),0.9120938342116268,7.2967506736930146
EX_ac(e),11.069049133663336,22.138098267326672
EX_but(e),0.11444257222995159,0.45777028891980637
EX_dad_2(e),0.2393210386795423,2.393210386795423
EX_dcyt(e),0.9342376462974259,8.408138816676834
EX_for(e),12.16756024531464,12.16756024531464
EX_indole(e),0.06855819227694109,0.5484655382155287
EX_ins(e),0.7131264659933618,7.131264659933619
EX_isocapr(e),0.01549779767412264,0.09298678604473584
EX_lys_L(e),0.8493680326530555,5.096208195918333
EX_orn(e),0.11207471572074605,0.5603735786037303
EX_ppa(e),0.17596718475292766,0.527901554258783
EX_pppn(e),0.931807038890477,8.386263350014293
EX_tma(e),1.0,3.0
