,fluxes,C-fluxes
EX_ac(e),6.94770539348468,13.89541078696936
EX_ade(e),1.9374506464040266,9.687253232020133
EX_cys_L(e),0.969045709664101,2.9071371289923027
EX_dcyt(e),0.8934345099446943,8.040910589502248
EX_etoh(e),5.436982963690582,10.873965927381164
EX_for(e),1.124995569350958,1.124995569350958
EX_gua(e),0.9565195331669243,4.782597665834621
EX_lys_L(e),0.8307286074141422,4.984371644484853
EX_ppa(e),1.1017880278412664,3.3053640835237994
EX_succ(e),12.111770598987203,48.44708239594881
EX_tma(e),1.0,3.0
