,fluxes,C-fluxes
EX_ac(e),16.783500503857812,33.567001007715625
EX_ade(e),1.000371568839056,5.00185784419528
EX_ala_L(e),1.5064010713790352,4.5192032141371055
EX_csn(e),1.4343220100977192,5.737288040390877
EX_etoh(e),4.8422199974602425,9.684439994920485
EX_for(e),9.645699670997443,9.645699670997443
EX_gua(e),0.8588867538866375,4.294433769433187
EX_ile_L(e),0.9624827942560595,5.774896765536357
EX_nac(e),0.9967685253387024,5.980611152032214
EX_orn(e),0.15,0.75
EX_tym(e),0.9429384715799547,7.543507772639638
