,fluxes,C-fluxes
EX_ac(e),14.153410939815718,28.306821879631435
EX_ade(e),2.3737674709504497,11.868837354752248
EX_cys_L(e),0.9825531379817838,2.9476594139453516
EX_etoh(e),3.6880745829261645,7.376149165852329
EX_for(e),8.48027202037217,8.48027202037217
EX_gua(e),0.9865196929510291,4.932598464755146
EX_lys_L(e),0.4311300754188473,2.586780452513084
EX_orn(e),0.15,0.75
EX_pro_L(e),0.012497929423474849,0.062489647117374245
EX_succ(e),0.60593234996049,2.42372939984196
EX_ura(e),0.9572833978383096,3.8291335913532385
