,fluxes,C-fluxes
EX_12ppd_S(e),0.14898579,0.44695737
EX_4abut(e),6.272712735141861,25.090850940567442
EX_ac(e),17.67807711941076,35.35615423882152
EX_dad_2(e),0.9336257741906983,9.336257741906982
EX_dcyt(e),0.8775000715362615,7.897500643826354
EX_for(e),0.022027509122033405,0.022027509122033405
EX_gly(e),0.8981247121756388,1.7962494243512777
EX_gua(e),0.8979833017155516,4.489916508577759
EX_ile_L(e),1.5326652292943987,9.195991375766393
EX_phe_L(e),0.9233387760139968,8.310048984125972
EX_pro_L(e),0.9206720395856631,4.603360197928316
EX_succ(e),0.535566071460541,2.142264285842164
