,fluxes,C-fluxes
EX_12ppd_S(e),0.29797158,0.89391474
EX_ac(e),20.373011946450692,40.746023892901384
EX_dad_2(e),0.9262855365710262,9.262855365710262
EX_etoh(e),0.13204815615136437,0.26409631230272873
EX_for(e),15.67509469690741,15.67509469690741
EX_gly(e),3.0035636903503846,6.007127380700769
EX_ile_L(e),0.7514528241664511,4.508716944998707
EX_lys_L(e),0.8258326265067916,4.95499575904075
EX_nac(e),0.998183916521788,5.989103499130728
EX_phe_L(e),0.7934819297092471,7.141337367383224
EX_ppa(e),0.0635396184827082,0.1906188554481246
EX_ptrc(e),0.9993906669759826,3.9975626679039302
EX_tma(e),1.0,3.0
EX_trypta(e),0.026292202449584804,0.26292202449584806
EX_urea(e),0.0012056193470299321,0.0012056193470299321
