,fluxes,C-fluxes
EX_ac(e),5.534506183323323,11.069012366646646
EX_cys_L(e),0.017734395096171404,0.05320318528851421
EX_etoh(e),0.19764775287561828,0.39529550575123656
EX_for(e),3.9932449057014106,3.9932449057014106
EX_gly(e),0.19312754963757017,0.38625509927514035
EX_glyc(e),0.0022972593378637746,0.006891778013591324
EX_ile_L(e),0.30933279151796295,1.8559967491077778
EX_orn(e),0.025116195913821117,0.12558097956910558
EX_phe_L(e),0.9748512474076201,8.773661226668581
EX_pro_L(e),0.09506628527734472,0.4753314263867236
